JobId,SkillId
1904639,354
1904639,3720
1904639,988693
1904639,1010762
1904639,1024347
1904651,358
1904651,1152659
1904651,1010762
1904651,1652
1904651,2105
1904660,1152659
1904660,84
1904660,1010762
1904660,12711
1904660,993241
1904670,354
1904670,3720
1904670,988693
1904670,1010762
1904670,1024347
1904674,354
1904674,1152659
1904674,84
1904674,1010762
1904674,1024347
1904678,354
1904678,358
1904678,1152659
1904678,1010762
1904678,1652
1904022,185985
1904022,224
1904022,75389
1904022,916478
1904022,706773
1904032,394
1904032,339
1904032,989445
1904032,990728
1904032,76322
1904032,1016070
1904129,45799
1904129,2384
1904129,320276
1904129,1054
1903037,285
1903037,1341
1903037,934022
1903037,1321
1903037,9988
1884929,987777
1884929,1081
1884929,1016778
1884929,1027674
1889094,3719
1889094,31009
1889094,42855
1889094,11363
1900235,1938
1900235,148079
1900235,371450
1900235,14573
1900235,1016087
1900749,3605
1900749,1070624
1900749,972009
1900749,487675
1900749,1029350
1903696,987635
1903696,990565
1903696,102272
1903696,2905
1903696,987728
1902277,15900
1902277,330588
1902277,5787
1902277,43206
1902277,13052
1902282,788133
1902282,616647
1902282,988280
1902169,160
1902169,3350
1902169,100
1902169,692627
1902169,3008
1902224,4483
1902224,362743
1902224,53483
1902224,11373
1902224,100
1902264,15900
1902264,1012266
1902264,19062
1902264,476606
1902264,5812
1901894,343186
1901894,785
1901894,988280
1901894,3438
1901894,937431
1901899,343186
1901899,989720
1901899,36449
1901899,124
1901899,155191
1901902,989720
1901902,2885
1901902,736425
1901902,1889
1901902,78
1901895,738979
1901895,785
1901895,988280
1901895,993241
1901895,4318
1901901,1016805
1901901,785
1901901,124
1901901,4318
1901901,1441
1901903,1014098
1901903,987678
1901903,987854
1901903,1011613
1901903,1011539
1901903,1024515
1901892,784884
1901892,1176049
1901892,1220700
1901892,7501
1901892,137181
1901896,740639
1901896,1010762
1901896,785
1901896,124
1901896,3438
1901900,740639
1901900,743434
1901900,1010762
1901900,778524
1901900,1025131
1896627,721458
1896627,997468
1896627,1395
1896627,84
1896627,987777
1902194,989963
1902194,319296
1902194,2705
1902194,49261
1902194,2164
1897437,20810
1897437,877
1897437,671230
1897437,84
1897437,6378
1896974,1673
1896974,11947
1896974,1998
1896974,11232
1896974,28126
1897068,72414
1897068,5547
1897068,1507
1897068,708172
1896996,30409
1896996,174
1896996,135312
1896996,32757
1896996,994666
1884477,1233
1884477,110755
1884477,1034305
1884477,996081
1884477,504
1885066,1170787
1885066,75410
1885066,330588
1885066,35841
1885066,94105
1894452,1395
1894452,152647
1894452,100
1894452,304556
1894452,761111
1896365,1963
1896365,1936
1896365,721458
1896365,586859
1896365,6385
1885703,1017941
1885703,1010774
1885703,1024530
1885703,736568
1885703,1048157
1885405,721228
1885405,45099
1885405,1018164
1885405,3605
1885405,24756
1897649,38327
1897649,1043592
1897649,840627
1897649,772465
1897649,92261
1899011,461599
1899011,888059
1899011,41255
1899011,842148
1899011,12383
1899011,6427
1899012,9044
1899012,1010384
1899012,1068304
1899012,1050996
1899012,1027594
1898999,298
1898999,1012055
1898999,615418
1898999,202292
1898999,200630
1899036,877
1899036,937431
1899036,988767
1899036,987678
1899036,1081246
1898916,9044
1898916,1024444
1898916,121
1898916,663476
1898916,650576
1898980,34149
1898980,100
1898980,111968
1898980,10331
1898980,359168
1898862,810
1898862,24772
1898862,203749
1898862,4949
1883931,394020
1883931,1005379
1883931,991823
1883931,298
1883931,1032567
1898955,100
1898955,540
1898955,84
1898955,2780
1898955,17750
1899064,675986
1899064,711708
1899064,124
1899064,675984
1885759,593723
1885759,590875
1885759,1543
1885759,1040871
1885759,1017708
1905752,1010762
1905752,547596
1905752,1022402
1905783,17750
1905783,123417
1905783,3498
1905783,37039
1905783,9146
1892626,84
1892626,785
1892626,224
1892626,586859
1892626,327976
1907129,991823
1907129,991991
1907129,1034090
1907129,1009198
1907129,1005203
1907118,5
1907118,2254
1907118,80
1907118,1032662
1907118,9
1907115,680
1907115,135312
1907115,988842
1907115,881835
1907115,12383
1907094,1033749
1907094,655882
1907094,3644
1907094,598762
1907094,127729
1907093,93
1907093,305314
1907093,27371
1907093,7409
1907093,993061
1907042,810
1907042,75389
1907042,22444
1907042,479443
1907042,706773
1906522,676
1906522,28126
1906522,918177
1906522,698
1906522,224
1907084,598762
1907084,810
1907084,1012692
1907084,784547
1907084,677842
1892148,824542
1892148,102304
1892148,4219
1892148,5724
1892148,60017
1907078,1011609
1907078,881835
1907078,988104
1907078,1673
1907078,135312
1907080,1011609
1907080,881835
1907080,988104
1907080,1673
1907080,135312
1907088,1100519
1907088,1012563
1907088,993197
1907088,677842
1907088,1012692
1889419,991365
1889419,996866
1889419,1011758
1889419,992555
1889419,1136719
1903918,809
1903918,478392
1903918,768386
1898799,9
1898799,337
1898813,27907
1898813,43564
1898813,259
1898813,9354
1907075,93
1907075,111455
1907075,988487
1907075,3008
1907075,305314
1907062,84
1907062,1117854
1907062,693
1907062,110
1890915,1027983
1890915,1081897
1890915,1013275
1890915,1073354
1890915,1016778
1907049,1015124
1907049,1011283
1907049,989313
1907049,20858
1907049,1048
1907033,84
1907033,2780
1907033,118106
1907033,354
1907033,25794
1907024,2791
1907024,80
1907024,75389
1907024,626148
1907024,6077
1907076,75389
1907076,1441
1907076,987690
1907076,726917
1907020,339
1907020,627
1907020,3628
1907020,2223
1907020,809
1906989,1003014
1906989,15900
1906989,721226
1906989,7795
1906989,561
1896330,1934
1896330,651497
1896330,3800
1896330,968
1896330,740237
1896335,988829
1896335,1934
1896335,810
1896335,1021426
1896335,1036126
1896335,2254
1895583,1363
1895583,1009397
1895583,1072624
1895583,51
1895583,67
1883027,711708
1883027,100
1883027,87548
1883027,9
1883027,182
1904047,84
1904047,17750
1904047,1207
1904047,210
1904047,1081
1903452,482
1903452,1081
1903452,17749
1903452,1031542
1903452,4660
1904026,989644
1904026,3500
1904026,543
1904026,3234
1904026,20365
1904039,1934
1904039,75389
1904039,75858
1904039,31587
1904039,988917
1898070,744
1898070,28607
1898070,31009
1898070,666
1898070,19528
1898109,1652
1898109,704591
1898109,381273
1898109,733
1898109,75308
1898137,75389
1898137,76025
1898137,504
1898137,7134
1898137,47578
1898984,143306
1898984,11137
1898984,987845
1898984,7409
1898984,110471
1885805,810
1885805,721458
1885805,619
1885805,75389
1885805,339
1898884,34211
1898884,43763
1898884,71
1898884,320708
1898884,69
1870083,271
1870083,597528
1870083,1006
1870083,990472
1870083,1069291
1898944,98
1898944,75026
1898944,75579
1898944,185714
1898944,356
1898548,24772
1898548,1016805
1898548,627
1898548,921974
1898548,3628
1898963,1005606
1898963,1019054
1898963,1020681
1898963,1316
1898963,740008
1898963,737361
1898839,354
1898839,224
1898839,358
1898839,174
1898839,307
1898843,1081
1898843,6172
1898843,3498
1898843,921356
1898843,17750
1898889,343188
1898889,19480
1898889,228842
1898889,1159113
1898889,912029
1898895,1832
1898895,935866
1898895,354795
1898895,3234
1898895,1685
1898822,3114
1898822,78
1898822,1036302
1898822,697383
1898822,1025918
1898561,199740
1898561,785
1898561,1012941
1898561,1012117
1898561,1026639
1900624,1924
1900624,201930
1900624,354
1900624,710451
1900624,1081283
1900623,92
1900623,50672
1900623,1576
1900623,12711
1900623,1041024
1900683,806
1900683,285
1900683,286
1900683,1889
1900683,69
1900697,27271
1900697,788618
1900697,185352
1900697,782788
1900697,836614
1900737,714157
1900737,243048
1900737,205661
1900737,2385
1900694,1011812
1900694,111473
1900694,2050
1900694,16474
1900694,69
1900724,743366
1900724,39981
1900724,124
1900724,7409
1900724,111
1900727,340690
1900727,389
1900727,4317
1900727,318
1900727,992101
1898205,1114277
1902907,414
1902907,590718
1902907,1048281
1902907,1028078
1889920,39289
1904560,785
1904560,732798
1904560,78
1904560,1652
1904560,1226503
1902179,2105
1902179,343186
1902179,84
1889076,28607
1889076,638205
1889076,1048
1889076,905088
1889076,75323
1887731,33501
1887731,2033
1887731,75389
1887731,677832
1902132,47362
1902132,156209
1902132,94941
1902132,1026426
1902132,478214
1906186,28039
1906186,1138
1906186,17781
1906186,228944
1906186,710627
1906192,435382
1906192,41371
1906192,41374
1906192,100
1906192,24133
1906221,1087687
1906221,318
1906221,18632
1906221,3234
1906221,1007509
1902184,566
1902184,1924
1902184,92
1902184,17750
1902184,564
1902202,75389
1902202,705883
1902202,1679
1902202,31071
1902202,10862
1902186,161
1902186,197
1902186,100
1902186,929842
1902186,75009
1902182,19480
1902182,161445
1902182,1014350
1902182,6762
1902182,224
1902188,197
1902188,16338
1902188,929842
1902188,75009
1902188,988105
1902164,11479
1902164,1018046
1902164,990736
1902164,75014
1902164,23419
1904298,174
1904298,100
1904298,8031
1904298,1011582
1904530,16572
1904530,15900
1904530,7935
1904530,20439
1904530,540
1904565,7374
1904565,744
1904565,711652
1904565,1673
1904565,1010994
1904568,69
1904568,257623
1904568,16474
1904568,1016086
1904568,78
1904571,1001304
1904571,343206
1904571,717273
1904571,987880
1904571,5963
1904580,69
1904580,78
1904580,1652
1904580,154168
1904580,694403
1904584,74940
1904584,193318
1904584,885465
1904584,4382
1904584,1889
1904588,337
1904588,26651
1904588,721019
1904588,100
1904589,69
1904589,257623
1904589,1013563
1904589,78
1904589,1025131
1904597,84
1904597,666
1904597,1004
1904597,58
1904597,984771
1887303,543
1887303,271
1887303,7577
1887303,4475
1887303,3422
1902142,3008
1902142,704591
1902142,993558
1902142,988094
1902142,991087
1907063,1019230
1907063,771293
1891874,90925
1891874,1012032
1891874,1114756
1891874,380556
1891874,112302
1891788,919235
1891788,899439
1891788,637480
1891788,721602
1891788,656082
1891937,987881
1891937,1011349
1891937,710627
1891937,478
1891937,98
1891937,1031199
1891937,1078849
1907044,21055
1907044,968
1907044,628457
1907044,10085
1907044,712529
1907035,75389
1907035,916845
1907035,2705
1907035,674571
1907035,609
1907015,139916
1907015,1669
1907015,126
1907015,20514
1907015,1065178
1892533,2050
1892533,13108
1892533,694102
1892533,602292
1892533,985301
1892226,704591
1892226,1652
1892226,1685
1892226,720988
1892226,762499
1907050,17750
1907050,4057
1907050,6466
1907050,38953
1907050,78
1892359,30409
1892359,318
1892359,389
1892359,1026618
1892359,1821
1907046,80
1907046,640426
1907046,2142
1907046,988829
1907046,394
1907025,380556
1907025,721030
1907025,1030877
1907025,748290
1907025,267
1892707,1090
1892707,740455
1892707,15900
1892705,1029771
1892705,87815
1892705,8
1892705,941266
1892705,1090
1892701,549339
1892701,13664
1892701,53807
1892701,406
1892701,1090
1892520,1478
1892520,715
1892520,610
1892520,609
1892520,989963
1907000,1669
1907000,354222
1907000,474395
1907000,26112
1907000,911225
1907040,1001914
1907040,1045302
1907040,1078272
1907040,4317
1906976,297747
1906976,4574
1906976,25824
1906976,4318
1906976,941031
1906978,851
1906978,121
1906978,75019
1906978,630491
1906978,677
1907038,721030
1907038,389
1907038,318
1907038,4317
1907038,388037
1907028,259557
1907028,1047866
1907028,1066077
1907028,1024631
1907028,1054233
1907028,77081
1907016,75649
1907016,704591
1907016,6363
1907016,93
1907031,6437
1907031,367
1907031,988842
1907031,988426
1907031,1013253
1906980,20520
1906980,746081
1906980,530
1906980,1005215
1906980,650188
1906991,394
1906991,3252
1906991,7007
1906991,654946
1906991,133134
1907029,1015881
1907029,1076426
1907029,738390
1907029,912807
1907029,7419
1906977,354
1906977,7409
1906977,12711
1906977,17750
1906977,1017708
1905631,514
1905631,1054406
1905631,890
1905631,107862
1905631,3405
1906993,5473
1906993,1038225
1906993,722
1906993,12362
1906993,17776
1906960,914192
1906960,1657
1906960,912492
1906960,161542
1906960,3268
1906961,914192
1906961,698972
1906961,1657
1906961,912492
1906961,3268
1906982,171160
1906982,772017
1906982,423793
1906982,160041
1906982,788621
1892317,1190
1892317,287894
1892317,1020984
1892317,999655
1892317,1039434
1892317,1043085
1892317,150081
1892323,988829
1892323,1031
1892323,940453
1892323,354
1892323,993197
1892323,1090892
1892323,1097868
1892323,1103681
1907012,795922
1907012,2150
1907012,224
1907012,161445
1907012,1014350
1907010,785
1907010,693
1907010,1575
1907010,1652
1907010,564
1907002,214
1907002,93
1907002,144015
1907002,990748
1907002,1115953
1907002,1116688
1907002,1119125
1907002,1122363
1907002,1441
1906995,394
1906995,692627
1906995,899439
1906995,24278
1906995,993197
1906995,1090892
1906995,1097868
1906995,1103681
1899316,1051
1899316,278
1899316,232457
1899316,4257
1899316,17750
1899362,479
1899362,16338
1899362,160
1899362,1652
1899362,704591
1881562,109967
1887697,680
1887697,3719
1887697,20514
1887697,119929
1887697,482
1906045,358
1906045,84
1906045,987723
1906045,921356
1906045,804
1906107,974922
1906107,1062261
1906107,1061744
1906107,1056221
1906107,1185828
1906107,1068105
1906108,58
1906108,697953
1906108,3033
1906108,1095589
1906108,1040845
1906113,2631
1906113,722239
1906113,8
1906113,38534
1906113,74946
1906152,232457
1906152,987854
1906152,1011613
1906152,1076377
1906152,111
1906156,7409
1906156,103
1906156,704591
1906156,112
1906156,3028
1906188,399
1906188,207255
1906188,75410
1906188,384502
1906188,8361
1899487,98
1899487,394045
1899487,329
1899487,1341
1889840,4893
1889840,33651
1889840,770717
1889840,1779
1889840,244
1904232,101188
1904232,99626
1904232,364208
1904232,102262
1904232,639446
1906784,993208
1888818,782868
1888818,913065
1888818,603646
1898540,987860
1898540,5295
1898540,995282
1898540,988280
1898540,136221
1889013,110128
1889013,3800
1889013,588075
1889013,1155783
1889013,76594
1904011,182468
1904011,202264
1904011,435025
1904011,28492
1904011,7795
1903975,86469
1903975,63771
1903975,721226
1903975,989644
1903975,75364
1904481,988842
1904481,989639
1904481,987989
1904481,933127
1904481,1226340
1904485,989644
1904485,1038399
1904485,1025145
1904485,994499
1904485,7770
1900663,923925
1900663,14350
1900663,433907
1900663,991714
1900663,988
1905608,1042748
1905608,174
1905608,100
1905608,1011413
1905608,998388
1902805,2150
1902805,1120004
1902805,566
1902805,818025
1902805,1924
1905615,285
1905615,286
1905615,1820
1905615,79245
1905615,987901
1899486,285
1899486,924120
1899486,356
1899486,75579
1900073,73114
1900073,331
1900073,680
1900018,75407
1900018,1121643
1900018,988
1900018,100
1900018,989445
1882218,1076786
1883705,72
1883705,993197
1883705,692627
1883705,3252
1883705,1441
1898050,2218
1898050,1924
1898050,740639
1898050,58825
1898050,12711
1898051,4318
1898051,92
1898051,33139
1898051,1120004
1898051,33388
1898075,192744
1898075,55223
1898075,169024
1898075,75323
1898075,408310
1898134,75389
1898134,76025
1898134,504
1898134,7134
1898134,912492
1898833,354646
1898833,24522
1898833,100459
1898833,47362
1898833,1120756
1883794,2297
1883794,98
1883794,1015041
1883794,5724
1883794,102304
1898830,726431
1898830,181595
1898830,1010959
1898830,373334
1898830,987761
1898878,385
1898878,92
1898878,28202
1898878,786527
1898878,11947
1897764,280427
1897764,58
1897764,1586
1897764,354
1897764,988914
1898049,682
1898049,655674
1898049,328067
1898049,3018
1898049,1025473
1896788,999
1896788,556719
1896788,75506
1896788,575762
1896788,118229
1896238,109
1896238,741636
1896238,699166
1896238,840627
1896238,99626
1896200,2050
1896200,734985
1896200,175957
1896200,1074361
1896200,677378
1896174,530
1896174,2444
1896174,4015
1896174,708297
1896174,1931
1896175,109
1896175,1015258
1896175,15900
1896175,80661
1896175,81546
1895605,1934
1895605,793777
1895605,619
1895605,3733
1895605,706523
1895611,1081
1895611,1011758
1895611,210
1895611,347
1895611,320276
1895608,7409
1895608,1011758
1895608,5787
1895608,1089540
1895608,320276
1898459,84
1898459,521609
1898459,521601
1898459,151869
1898459,30206
1898820,84
1898820,12711
1898820,343188
1898820,385
1898820,987777
1884335,214
1884335,4891
1884335,65182
1884335,488079
1884335,988094
1898857,13385
1898857,1100121
1898857,5787
1898857,112023
1898857,617851
1898227,752714
1898227,1898
1898227,764323
1898227,1095726
1898227,993241
1898827,18300
1898827,390616
1898827,320081
1898827,1010734
1898827,775208
1898907,666
1898907,651
1898907,676
1898907,9649
1898907,4489
1906510,3724
1906510,224
1906510,3422
1906510,112
1906510,1008055
1892248,1534
1892248,19531
1892248,9
1892248,992031
1892248,999050
1906949,1020726
1906949,1114063
1906949,298
1906949,14549
1906949,2711
1906949,1051
1891996,5473
1891996,1010641
1891996,1010762
1891996,664582
1891996,28201
1906958,599
1906958,354
1906958,29247
1906958,17750
1906958,45799
1891780,1011609
1891780,680466
1891780,1181819
1891780,881835
1891780,75323
1906957,71553
1906957,2905
1906957,992862
1906957,712
1906957,76054
1906973,100
1906973,677
1906973,5812
1906973,1015670
1906973,1013033
1906940,75026
1906940,36621
1906940,74940
1906940,16474
1906940,117344
1906942,809
1906942,810
1906942,3734
1906942,22951
1906942,341815
1906939,719379
1906939,655011
1906939,182179
1906939,80
1906939,22951
1906969,988788
1906969,1011637
1906969,1014208
1906969,174
1906969,32519
1906969,1076204
1906969,654785
1906966,999079
1906966,992193
1906966,987663
1906966,271
1906966,1119789
1906950,385
1906950,609
1906950,84
1906950,987861
1906950,7577
1902133,804
1902133,704591
1902133,1326
1902133,992675
1902133,989644
1906956,1534
1906956,677
1906956,911602
1906956,126
1906956,991486
1904231,794
1904231,1111509
1904231,1012266
1904231,27000
1904231,174
1904331,900560
1904331,477290
1904331,30853
1904331,11232
1904331,75115
1904371,138489
1904371,529
1904371,991714
1904371,467319
1891912,716291
1891912,1014927
1891912,750424
1891912,224
1891912,124
1905979,725
1905979,1031
1905979,32251
1905979,71
1905979,43763
1906063,393
1906063,1757
1906063,1017736
1906063,960
1906063,980
1903730,93
1903730,75649
1903730,701149
1903730,1032320
1903730,704591
1904648,1031
1904648,150098
1904648,1155098
1904648,3793
1904648,46205
1904993,512
1904993,612
1904993,389
1904993,1341
1904993,2816
1904326,72
1904326,809
1904326,1012692
1904326,75805
1904326,934022
1902113,927280
1902113,75019
1902113,592354
1902113,911607
1902113,1074251
1905653,980
1905653,81303
1905653,740455
1905653,1047842
1906495,93
1906495,72
1906495,1685
1906495,305314
1906495,224
1898823,1016778
1898823,680
1898823,988702
1898823,1006408
1898823,1000939
1898052,998461
1898052,2297
1898052,1022892
1898052,7320
1898052,475891
1897475,17750
1897475,84
1897475,1924
1897475,1652
1897475,988693
1898048,1103797
1898048,321314
1898048,7320
1898048,1173785
1898048,1889
1895764,7577
1895764,3720
1895764,224
1895764,6466
1899258,980
1899258,81303
1899258,740455
1899258,1047842
1899274,10088
1899274,886618
1899274,1057878
1899274,1106148
1902418,174
1902418,358
1902418,1000214
1902418,744422
1902418,354
1902119,8
1902119,1795
1902119,726917
1902119,9495
1906947,1085255
1906947,1081715
1906947,1016787
1906948,31419
1906948,327976
1906948,989720
1906948,4586
1906948,993241
1897142,80092
1897142,1042572
1897142,991979
1897142,989708
1897142,39561
1906943,4475
1906943,1248
1906943,112
1906933,3018
1906933,1023170
1906933,1068034
1906933,414661
1906933,100000
1906933,358416
1901113,1108
1901113,1044057
1901113,229966
1901113,1026229
1901534,205
1901534,911382
1901534,75063
1903893,938887
1903893,1039059
1903893,1395
1903893,19149
1903893,193262
1903689,91626
1903689,80922
1903689,912604
1903689,987989
1903689,6186
1906891,939
1906891,278
1906891,692627
1902032,610
1902032,21192
1902032,4423
1902032,404
1902032,438004
1898807,721019
1898807,1832
1898807,980
1898807,3234
1898807,393
1896795,1016815
1896795,1031540
1896795,100204
1896795,22550
1896795,1017389
1896795,1026175
1896795,1043402
1896795,1075053
1896795,1096698
1896795,1047040
1903661,994428
1903661,17750
1903661,740639
1903661,210
1903661,1136895
1903679,84
1903679,17750
1903679,987777
1903679,999502
1903679,1011761
1902993,108363
1902993,13462
1902993,580201
1902993,1078632
1902993,334092
1903634,4171
1903634,1652
1903634,1849
1903634,1118727
1903634,1000214
1903656,994428
1903656,17750
1903656,210
1903656,1016805
1903656,740639
1902988,108363
1902988,580201
1902988,1222758
1902988,1110347
1902988,1395
1903672,1223027
1903672,21432
1903672,988105
1903672,881835
1903672,677
1884382,224
1884382,385
1884382,161083
1884382,84
1884382,1029699
1903327,988729
1903327,1040846
1903327,162532
1903327,78
1903327,905
1903178,160728
1903178,1024530
1903178,794
1903178,590875
1903178,362743
1903008,8
1903008,487165
1903008,12799
1903008,110177
1903008,161
1900334,4015
1900334,738390
1900334,21192
1900334,1381
1900334,20520
1899765,103
1899765,432561
1899765,679539
1899765,236670
1899765,110
1898027,90925
1898027,33468
1898027,916298
1898027,75436
1898027,1201764
1896171,9224
1896171,1821
1896171,900862
1896171,1104908
1896171,1155783
1881976,1341
1881976,941836
1881976,9
1881976,5812
1881976,992031
1881988,21546
1881988,36216
1881988,16338
1881995,380556
1881995,36216
1881995,90945
1881995,992031
1889896,339
1889896,341
1889896,527
1889896,2220
1889896,69
1904607,1088526
1904607,1090
1904607,26112
1904607,90988
1904607,753683
1905561,101359
1905561,488592
1905561,655674
1905561,36216
1905561,1011192
1905971,29484
1905971,1045757
1905971,917531
1905971,519901
1905971,575101
1902029,641312
1902029,298
1902029,15900
1902029,130591
1902029,680
1905480,434
1905480,968650
1905480,607589
1905480,2905
1905480,1228095
1886137,2384
1886137,224
1886137,3248
1886137,354
1886137,17750
1899213,3424
1899213,735517
1899213,100
1899213,488592
1899213,1534
1898161,20228
1898161,7274
1898161,9354
1898161,461599
1898161,235015
1882163,285
1882163,476606
1882163,1165028
1882163,1165029
1882163,1165030
1882167,988105
1882167,1022897
1882167,15900
1882167,1012032
1882167,987665
1882168,477370
1882168,1010764
1882168,440283
1882168,97322
1882168,1165033
1882169,988105
1882169,285
1882169,7288
1882169,399537
1882169,1165035
1897991,236604
1897991,988842
1897991,1010774
1897991,892891
1897991,6427
1882166,1048413
1882166,1074712
1882166,74940
1882166,1031567
1882166,253658
1899433,119712
1899433,1294
1899433,931566
1899433,1082090
1899433,47534
1903556,992101
1903556,1294
1903556,3405
1903556,37
1903556,21897
1906882,3064
1906882,882666
1906882,993515
1899345,285
1899345,98
1899345,81541
1899345,8999
1899345,1060444
1900722,916298
1900722,8
1900722,38058
1900722,28365
1900722,33468
1900723,988105
1900723,329
1900723,7935
1900723,991131
1900723,158426
1886118,991822
1886118,921879
1886118,711652
1886118,298
1886118,989369
1886127,991822
1886127,711652
1886127,989369
1886127,1025314
1886127,666
1906709,680
1906709,98299
1906709,540
1906709,1673
1906709,20514
1906711,540
1906711,721226
1906711,1163642
1906711,991714
1906711,1229851
1906721,21777
1906721,540
1906721,29344
1906721,307
1906721,174
1905935,22027
1905935,504
1905935,7134
1905935,989313
1905935,27271
1905965,93
1905965,346600
1905965,3234
1905965,1089748
1905965,1685
1906061,331724
1906061,8888
1906061,609
1906061,809
1906061,2033
