JobId,IndustryId
1906221,30
1902184,9
1902202,13
1902186,19
1902182,19
1902188,19
1902164,43
1904298,42
1904530,9
1904565,14
1904568,19
1904571,30
1904580,9
1904584,30
1904588,46
1904589,9
1904597,20
1887303,30
1902142,38
1907063,47
1891874,8
1891788,2
1891937,25
1907044,13
1907035,13
1907015,29
1892533,15
1892226,46
1907050,30
1892359,30
1907046,30
1907025,8
1892707,16
1892705,16
1892701,16
1892520,31
1907000,25
1907040,30
1906976,13
1906978,29
1907038,16
1907028,20
1907016,24
1907031,1
1906980,13
1906991,30
1907029,28
1906977,29
1905631,30
1906993,30
1906960,5
1906961,5
1906982,40
1892317,30
1892323,30
1907012,9
1907010,9
1907002,30
1906995,30
1899316,36
1899362,30
1881562,15
1887697,42
1906045,40
1906107,11
1906108,11
1906113,25
1906152,25
1906156,15
1906188,20
1899487,25
1889840,30
1904232,15
1906784,30
1888818,15
1898540,23
1889013,16
1904011,19
1903975,19
1904481,21
1904485,2
1900663,24
1905608,29
1902805,9
1905615,13
1899486,25
1900073,47
1900018,30
1882218,30
1883705,31
1898050,9
1898051,9
1898075,40
1898134,5
1898833,9
1883794,25
1898830,19
1898878,9
1897764,20
1898049,30
1896788,42
1896238,15
1896200,15
1896174,8
1896175,8
1895605,30
1895611,27
1895608,27
1898459,42
1898820,30
1884335,11
1898857,20
1898227,30
1898827,31
1898907,20
1906510,42
1892248,30
1906949,10
1891996,42
1906958,42
1891780,26
1906957,11
1906973,46
1906940,16
1906942,16
1906939,30
1906969,25
1906966,8
1906950,13
1902133,40
1906956,30
1904231,29
1904331,24
1904371,24
1891912,16
1905979,30
1906063,30
1903730,2
1904648,30
1904993,8
1904326,31
1902113,16
1905653,16
1906495,30
1898823,25
1898052,25
1897475,19
1898048,25
1895764,20
1899258,16
1899274,37
1902418,47
1902119,13
1906947,32
1906948,8
1897142,25
1906943,40
1906933,30
1901113,37
1901534,25
1903893,30
1903689,30
1906891,15
1902032,40
1898807,30
1896795,27
1903661,9
1903679,47
1902993,32
1903634,40
1903656,9
1902988,3
1903672,30
1884382,6
1903327,9
1903178,3
1903008,19
1900334,28
1899765,30
1898027,25
1896171,16
1881976,8
1881988,8
1881995,8
1889896,45
1904607,16
1905561,16
1905971,25
1902029,47
1905480,31
1886137,7
1899213,30
1898161,8
1882163,16
1882167,25
1882168,25
1882169,25
1897991,45
1882166,25
1899433,8
1903556,19
1906882,20
1899345,16
1900722,25
1900723,25
1886118,20
1886127,20
1906709,34
1906711,9
1906721,9
1905935,6
1905965,1
1906061,9
1906066,9
1906073,34
1890567,25
1906046,9
1903564,42
1903566,42
1903562,42
1903473,30
1903462,30
1886085,40
1904453,20
1882721,32
1889557,16
1899161,47
1886140,2
1898613,32
1900552,42
1900561,40
1906652,27
1905525,13
1897363,9
1897427,9
1897438,9
1897433,9
1897964,15
1898016,30
1897308,16
1897441,9
1897950,49
1886112,25
1896044,9
1895926,9
1896129,39
1896010,40
1882159,25
1895890,9
1896140,39
1896041,21
1896048,42
1896157,40
1899431,42
1899404,23
1899432,42
1897640,42
1906079,47
1900855,19
1900856,19
1900853,9
1904387,30
1904393,30
1904392,30
1905983,16
1905984,9
1905992,9
1905994,13
1906015,9
1904859,25
1888787,35
1884153,30
1900484,9
1900482,16
1900508,13
1900488,9
1902967,5
1905481,24
1903328,19
1903360,35
1903211,9
1903221,9
1905470,24
1905479,24
1905476,9
1889407,25
1889403,25
1903312,32
1903318,19
1898812,9
1900234,42
1905459,24
1888236,11
1903372,40
1903332,9
1905465,9
1903311,32
1899910,14
1901573,3
1906692,9
1881757,30
1897356,30
1895948,29
1828357,7
1896071,30
1896646,9
1881297,15
1897910,31
1895651,15
1895670,20
1881735,30
1881379,40
1899070,8
1906612,13
1900093,8
1904224,19
1904225,30
1904292,20
1904267,30
1904254,16
1904226,16
1905894,34
1903213,14
1899812,15
1900520,43
1900435,30
1903806,30
1901715,15
1903245,47
1903256,25
1903252,13
1903304,24
1899874,8
1900317,9
1906488,30
1905703,31
1897860,6
1897857,30
1898471,15
1896641,9
1896587,25
1896632,9
1895795,20
1893702,20
1895615,9
1895616,9
1895932,31
1895943,9
1895936,9
1906876,30
1904229,13
1904238,16
1734980,16
1904239,19
1887966,46
1904354,29
1905870,30
1905876,42
1904745,8
1904731,25
1902386,9
1901478,42
1902377,30
1901492,39
1900343,29
1900247,16
1904021,8
1902811,8
1904439,20
1903769,15
1902877,38
1889962,30
1903158,30
1903113,37
1903174,30
1903180,30
1903083,30
1903067,30
1903078,30
1903081,30
1903368,9
1902350,25
1902349,25
1899104,16
1897064,9
1897059,9
1897069,9
1897073,9
1897062,9
1897074,9
1885382,21
1897763,15
1895886,30
1897823,30
1878452,30
1878455,30
1895713,23
1889274,42
1897645,29
1897266,39
1895665,20
1895683,39
1895558,16
1897762,46
1900252,9
1900278,16
1882342,16
1895791,30
1881091,1
1904144,30
1904106,20
1905143,13
1905813,32
1903051,39
1904198,20
1897714,15
1905751,13
1897432,30
1901297,16
1904147,42
1897648,34
1897638,42
1899660,34
1897673,30
1897710,20
1885674,1
1902997,32
1902902,9
1887191,40
1887232,25
1905730,9
1905753,16
1898730,5
1898771,30
1898774,13
1898723,31
1900240,19
1879634,49
1895634,39
1882277,40
1904060,36
1904068,31
1897552,29
1898028,30
1897584,9
1902426,43
1900050,20
1900134,16
1905683,20
1905049,13
1902783,20
1902837,34
1888266,8
1902808,32
1900063,13
1900068,5
1901283,46
1900071,5
1897534,26
1898863,25
1898303,9
1896210,25
1895581,38
1905589,19
1905597,32
1905592,32
1889773,30
1903133,16
1888535,16
1883840,25
1876586,38
1895452,40
1896170,16
1896168,16
1879558,40
1903717,30
1905548,40
1906857,30
1897462,40
1897463,40
1906853,1
1906851,1
1901904,40
1888971,1
1888972,1
1899567,31
1902030,15
1898663,30
1895014,8
1879218,25
1902636,16
1901490,9
1901825,9
1901841,9
1901816,9
1902625,9
1901776,15
1901794,9
1901808,9
1901833,9
1901850,9
1901802,9
1901813,9
1901872,9
1901866,9
1902610,9
1902632,9
1899925,42
1899929,42
1899935,39
1905205,9
1898777,10
1897292,46
1897297,42
1895235,34
1895334,8
1899893,25
1890235,13
1886824,40
1902565,13
1902643,9
1901789,9
1902564,2
1901768,13
1902562,2
1886799,13
1886811,13
1901563,13
1901581,13
1905350,19
1884210,34
1902016,30
1902015,30
1899901,25
1901746,15
1905370,47
1902611,30
1897259,13
1906845,8
1887420,34
1901542,26
1901538,9
1901599,5
1881994,32
1899829,9
1897239,9
1899828,9
1897152,15
1897241,9
1886814,30
1905332,49
1905366,30
1904811,30
1902424,9
1901473,5
1901555,9
1901635,9
1897408,13
1899776,16
1896987,30
1899759,14
1896929,1
1896930,13
1901979,34
1902460,30
1904728,25
1901985,9
1897046,24
1902245,46
1902288,9
1901474,9
1901477,9
1901479,9
1901480,9
1901493,19
1901462,34
1901512,31
1901513,31
1901307,20
1901455,46
1901463,34
1897038,9
1897053,20
1897061,19
1901977,34
1888499,9
1887893,32
1901414,1
1896928,30
1898726,30
1896940,9
1896866,40
1894917,40
1906834,29
1906830,31
1898254,24
1898273,30
1898220,32
1898221,47
1881715,37
1898304,34
1898658,7
1883859,9
1898618,30
1898247,30
1898277,11
1898245,30
1903758,20
1898575,9
1898581,9
1898587,9
1898628,31
1898641,31
1877504,28
1898639,23
1898577,9
1898583,9
1879022,9
1898633,31
1898597,42
1898606,30
1898612,30
1883742,19
1898644,19
1898649,31
1898534,45
1898689,44
1898112,16
1898141,31
1898142,30
1898144,31
1898146,31
1898148,34
1880105,25
1880111,25
1880118,25
1898351,49
1898387,31
1898420,30
1898392,40
1882870,2
1898248,13
1898394,9
1898398,40
1883802,9
1898328,40
1883075,44
1883808,31
1898585,42
1898157,20
1898483,30
1898498,1
1898475,9
1884078,31
1898224,30
1882637,30
1898516,40
1884085,31
1879705,9
1906137,30
1905128,9
1885668,30
1902711,13
1901355,40
1901942,47
1901309,3
1901328,40
1901338,20
1901363,32
1902218,40
1886399,34
1901385,30
1901359,32
1901365,32
1901375,13
1889021,16
1897278,9
1898756,9
1894862,13
1896877,35
1896882,30
1894785,15
1894746,9
1894744,9
1894766,27
1901305,13
1899478,20
1899517,38
1899527,32
1901284,25
1896691,3
1904945,30
1902150,40
1905001,9
1905011,42
1904999,9
1906812,23
1906806,32
1906802,42
1894732,9
1894735,9
1894739,9
1887186,26
1897306,30
1902672,25
1887632,19
1902379,42
1906800,18
1900000,40
1906798,31
1898339,12
1899464,40
1906794,8
1899380,30
1901440,42
1898374,9
1885789,30
1903762,32
1901781,31
1890732,24
1890767,24
1898571,30
1899296,30
1898457,30
1906790,42
1898664,25
1898063,30
1886914,30
1903831,30
1904876,46
1906780,42
1906779,9
1906778,9
1906777,9
1904971,20
1906774,9
1877427,25
1894673,42
1895446,40
1886570,30
1878825,49
1898599,12
1898584,42
1898595,42
1899425,26
1898625,20
1898642,30
1896164,25
1896648,30
1896705,33
1884861,20
1901124,30
1898631,34
1882153,9
1886975,46
1901838,15
1901861,18
1901865,8
1901846,42
1901642,25
1901662,25
1901684,30
1901799,16
1901815,38
1901058,25
1901618,19
1901634,25
1901788,42
1901840,24
1901844,14
1901509,13
1901623,25
1901638,25
1901656,25
1901692,29
1901798,15
1901818,16
1901820,18
1901608,25
1890980,42
1904937,38
1904910,29
1887403,30
1893206,16
1893201,16
1906765,42
1906753,5
1906656,9
1906659,9
1906759,30
1906757,24
1906745,23
1906754,2
1906755,30
1906742,5
1906744,23
1906728,26
1906748,13
1906724,10
1906712,33
1906726,9
1906705,9
1906743,8
1906685,31
1906708,9
1906727,13
1906689,19
1906617,22
1906662,19
1906737,42
1906666,19
1906654,13
1905020,25
1906668,5
1906146,13
1906706,42
1906718,32
1906638,21
1906695,26
1906657,32
1906701,46
1906672,42
1906693,19
1906620,43
1906715,16
1899254,38
1899326,16
1901044,30
1904894,25
1904845,16
1904879,13
1887927,13
1901073,38
1901066,8
1901094,30
1900729,42
1900921,9
1901287,31
1901741,34
1901628,25
1901695,1
1901756,42
1901424,23
1901614,42
1901727,46
1901744,16
1901301,29
1901001,29
1901023,30
1901038,30
1900972,13
1885402,16
1886101,29
1886965,30
1882646,30
1899260,14
1884722,2
1877611,9
1898520,43
1898355,42
1898447,44
1898463,30
1898496,9
1898408,42
1898427,30
1896548,40
1898528,42
1898481,31
1896362,30
1895223,25
1880697,42
1895257,25
1898512,8
1904901,9
1901330,2
1906702,16
1906696,49
1906699,42
1906244,21
1906691,20
1906683,10
1906670,20
1906492,47
1906687,42
1906624,13
1906682,16
1906665,30
1906515,30
1906621,13
1906547,43
1906516,5
1906506,30
1906536,19
1906655,30
1906618,42
1906602,42
1906613,49
1906567,25
1906623,29
1906580,13
1906496,20
1906458,19
1906540,20
1888988,30
1906493,9
1906539,31
1906615,42
1906587,42
1906600,16
1906610,30
1906608,25
1906552,8
1906553,20
1887678,16
1906537,25
1906545,24
1891101,30
1906543,30
1906498,9
1906452,25
1904777,1
1884640,40
1901801,15
1901755,23
1887467,36
1901678,13
1901389,19
1901421,30
1901562,37
1901685,13
1901649,25
1898478,9
1898492,30
1898435,40
1898495,30
1898407,20
1885241,13
1898436,30
1897995,15
1886155,16
1885342,30
1900979,7
1898432,1
1898453,30
1896629,46
1906261,25
1906462,13
1906252,40
1906513,9
1906442,15
1906489,46
1906520,15
1906467,30
1906243,40
1906464,23
1906431,47
1906475,42
1906453,30
1891028,8
1906459,29
1906456,13
1896463,16
1896457,20
1901521,5
1901528,5
1886500,9
1887358,20
1881174,9
1885803,16
1884029,30
1882475,26
1898356,19
1896512,9
1904773,30
1904742,24
1904506,15
1906427,47
1906380,13
1906438,8
1906336,30
1906246,20
1906411,29
1906437,44
1906415,40
1906424,30
1901992,21
1906353,12
1899059,31
1902949,31
1903471,23
1906417,42
1906389,47
1906383,40
1906376,25
1906395,40
1906398,40
1898319,15
1898158,23
1901097,26
1901470,2
1901096,26
1901501,31
1901498,21
1901507,43
1901458,19
1901494,5
1901384,27
1898294,25
1898323,13
1898305,12
1898324,33
1898326,17
1886984,30
1886998,30
1883826,9
1906403,9
1905638,42
1906321,42
1906399,2
1906182,20
1906305,35
1906271,32
1906190,23
1906363,43
1906359,25
1906356,20
1906343,42
1886497,16
1898306,33
1894343,8
1894346,25
1901372,15
1901407,36
1901415,24
1901429,30
1901453,23
1899996,47
1901413,24
1898181,42
1898297,9
1898262,30
1898252,28
1901770,20
1906328,42
1906296,16
1897761,19
1883202,38
1897777,1
1883668,41
1897609,9
1897490,30
1897751,13
1897760,30
1897774,43
1897775,30
1897779,30
1897788,30
1897817,8
1897911,30
1897926,16
1897867,46
1897913,16
1897799,30
1883405,40
1897019,34
1897485,46
1879965,16
1897838,16
1883479,30
1897999,29
1898001,30
1898039,11
1897983,30
1897945,30
1897956,30
1897963,33
1897997,30
1896778,13
1897796,30
1897790,16
1906292,45
1906290,5
1906288,19
1906286,24
1906260,43
1906238,30
1906281,30
1889261,25
1906135,36
1906266,27
1906262,30
1898135,19
1901387,20
1901438,46
1901353,15
1901345,1
1901349,30
1887167,31
1898139,30
1898152,31
1898153,14
1878851,7
1878856,7
1879942,30
1894215,24
1894226,19
1898218,9
1906254,13
1906253,13
1904787,30
1905509,8
1906249,9
1906247,20
1906245,42
1906202,16
1906208,40
1906183,13
1906201,29
1906203,40
1906171,2
1906236,13
1906230,34
1906205,31
1906207,31
1906209,13
1906224,20
1906213,20
1891130,25
1906223,30
1906220,13
1906212,25
1906158,25
1889243,2
1906154,25
1905468,12
1906206,42
1906198,30
1906196,16
1901303,25
1901304,30
1901327,30
1901210,15
1886314,13
1898058,13
1898078,18
1898102,42
1881564,5
1901298,42
1901299,14
1906164,8
1906184,8
1906179,25
1906177,25
1905747,18
1906172,29
1906159,30
1891066,37
1906151,8
1906138,38
1906080,12
1898071,21
1900981,25
1906132,29
1906114,30
1906049,19
1903795,30
1898269,15
1895236,42
1895281,42
1898029,30
1898030,30
1898031,30
1897511,30
1900655,24
1901263,32
1901267,42
1899653,34
1886225,8
1906084,8
1906082,42
1906081,20
1895284,16
1894038,25
1895192,5
1895310,42
1895239,19
1895316,18
1897978,20
1901144,25
1901206,29
1901212,20
1901227,30
1901254,29
1901165,29
1899739,30
1901237,13
1901255,29
1901092,16
1901141,31
1885895,46
1901020,49
1882722,46
1901149,29
1901157,37
1901229,30
1901151,13
1901200,13
1886131,13
1906075,15
1878594,31
1906037,16
1906060,42
1906048,26
1906064,20
1906028,49
1906033,49
1906057,5
1906043,30
1905970,16
1906034,42
1905968,15
1905776,36
1906042,30
1906004,20
1905962,31
1906024,38
1900730,20
1901130,1
1901060,8
1901067,22
1901015,13
1901093,15
1900930,14
1900989,40
1900798,19
1900978,19
1901116,45
1894591,46
1897953,25
1900914,31
1897948,20
1897918,19
1897928,3
1897782,24
1897564,25
1906017,47
1896582,17
1906011,10
1905818,46
1905919,46
1905996,1
1888337,42
1891523,30
1905952,30
1905958,30
1906001,30
1906003,30
1905926,30
1905921,30
1900614,25
1900616,25
1897792,30
1900996,42
1900991,37
1900997,25
1901006,31
1901014,16
1901026,16
1900824,25
1900696,30
1900918,5
1900960,30
1900965,30
1900967,30
1900970,32
1900982,13
1900941,7
1900707,14
1897816,42
1879893,46
1897852,30
1897855,46
1897871,32
1897846,16
1897528,33
1897854,30
1905963,42
1905918,28
1905937,46
1905957,34
1905905,31
1905923,30
1905939,5
1905945,30
1905943,42
1905941,29
1905940,30
1905938,30
1896368,46
1905931,19
1905933,30
1888023,11
1887968,11
1905927,42
1904269,32
1905922,36
1905920,20
1905912,25
1905799,13
1905901,16
1897613,5
1900940,13
1900865,34
1900869,36
1900924,40
1899977,15
1900912,23
1885142,37
1887160,30
1900879,29
1897780,34
1905686,3
1905641,3
1905889,40
1905837,20
1905881,31
1905879,16
1905880,2
1905771,40
1905811,17
1905871,43
1905770,40
1894498,9
1883199,38
1886411,25
1900743,13
1900741,25
1900862,9
1900742,30
1900863,29
1905785,28
1905846,30
1905840,13
1905848,2
1905851,34
1905741,34
1905839,40
1905719,12
1905810,30
1905792,32
1905798,15
1905828,30
1905743,38
1905817,19
1905786,47
1905794,34
1878647,1
1905812,42
1905808,15
1905800,30
1900760,40
1900762,13
1900767,42
1900731,3
1900804,33
1900807,30
1897713,1
1897662,1
1897708,16
1883235,13
1893637,9
1893645,9
1893649,9
1893658,9
1893662,9
1893674,9
1894085,40
1877422,30
1893591,40
1897633,40
1897665,10
1897589,5
1905769,35
1905795,30
1905789,9
1905739,9
1905774,32
1905773,13
1903710,16
1903718,30
1877716,42
1877717,31
1897270,30
1897207,49
1897223,49
1882755,25
1897285,25
1897293,30
1897291,15
1897006,30
1897218,31
1897342,34
1897147,32
1897294,30
1882438,46
1897037,14
1897043,20
1897015,1
1881239,31
1881407,12
1897095,30
1897105,20
1897025,42
1882411,13
1897000,1
1876994,30
1877002,1
1896892,3
1896966,30
1896853,23
1896862,30
1896893,40
1879117,1
1896926,9
1896843,40
1897170,29
1881196,12
1897255,13
1897133,30
1897136,13
1897144,24
1897180,42
1897182,30
1897184,15
1897187,42
1897199,19
1897214,29
1897220,47
1897228,30
1905772,13
1904095,29
1905768,25
1905767,13
1905372,18
1905760,16
1905669,42
1905732,5
1905651,28
1905734,30
1905720,30
1905689,47
1905601,16
1905744,29
1905713,29
1888832,15
1905737,40
1905736,40
1883672,2
1886892,11
1903745,34
1900692,23
1900728,7
1900709,20
1900714,30
1900735,40
1893197,8
1883052,15
1897610,5
1897607,20
1900626,29
1880334,45
1893683,26
1894612,39
1894944,23
1904681,15
1905648,25
1905692,25
1905706,19
1905652,22
1904080,32
1804978,30
1905677,3
1905666,40
1905664,10
1905633,14
1905605,11
1905658,30
1905660,29
1905627,30
1905629,16
1905643,40
1902809,31
1905622,13
1905644,16
1900656,19
1900661,30
1900653,19
1900885,34
1900658,30
1900672,30
1900678,19
1897289,19
1897305,19
1897516,30
1897548,40
1893559,25
1902689,40
1905576,11
1905630,20
1905603,46
1905508,42
1905594,32
1905611,42
1905581,30
1904615,12
1905593,25
1888230,12
1905583,29
1905591,3
1905595,40
1905585,16
1905575,12
1905588,40
1886403,13
1886404,13
1900625,40
1886405,13
1897476,30
1878488,25
1879491,25
1885727,8
1894932,17
1900779,30
1905550,30
1897030,16
1878826,19
1899480,5
1900049,13
1894622,49
1905537,32
1905532,30
1905531,30
1900430,29
1900272,42
1900354,30
1900522,12
1900510,20
1884349,40
1894658,24
1877030,30
1897349,40
1897364,9
1897300,7
1897304,23
1897345,12
1897358,20
1896998,31
1880813,23
1893668,10
1905530,13
1905529,13
1905511,15
1905489,29
1884824,17
1884818,30
1905503,25
1905418,30
1905416,30
1905410,30
1905494,31
1905462,9
1905497,11
1893396,9
1893400,9
1893404,9
1893342,9
1893403,9
1893406,9
1894579,30
1897245,30
1903699,42
1884705,13
1897301,24
1897276,13
1900418,30
1900464,30
1900450,11
1897150,16
1897312,46
1897290,28
1881960,9
1900336,8
1905461,29
1905448,40
1905309,33
1905457,2
1905401,40
1905415,40
1905417,46
1899477,40
1905458,15
1905435,42
1894505,34
1879107,13
1879996,15
1894243,20
1894439,15
1894497,25
1894504,25
1897091,29
1900199,25
1556785,29
1900397,32
1900433,1
1900425,13
1900429,30
1900396,32
1900439,30
1897088,36
1900415,30
1900375,16
1900384,15
1900412,13
1900447,30
1900414,30
1900370,9
1900363,16
1897100,12
1879071,31
1897191,19
1905341,20
1905353,13
1905414,40
1905326,30
1905386,1
1905307,46
1905400,42
1905363,12
1905333,42
1905381,1
1905349,35
1905344,25
1905320,46
1905327,16
1905335,19
1894424,40
1894437,33
1897114,9
1897070,9
1900311,42
1900342,25
1900351,18
1900367,20
1888747,30
1905310,42
1905311,42
1905321,9
1905293,26
1905305,34
1887724,25
1905286,16
1905312,20
1905301,13
1905299,31
1905304,13
1905308,11
1905303,25
1905281,42
1905164,30
1897029,8
1900023,42
1900274,30
1905200,24
1905285,9
1903775,20
1904964,20
1889907,23
1905005,16
1905146,11
1905206,16
1905162,42
1905202,9
1905103,23
1905197,16
1905074,11
1905149,5
1905194,30
1896859,21
1885718,42
1900167,20
1900171,24
1900096,15
1900132,47
1900148,24
1900159,29
1900241,13
1882405,41
1900127,30
1900015,5
1897034,15
1897833,30
1896972,46
1896971,23
1894366,20
1893070,27
1899551,49
1905152,21
1905165,9
1905159,30
1905150,13
1896557,46
1896579,30
1896583,30
1896555,46
1881700,20
1830315,30
1903645,9
1903651,9
1903654,9
1903646,9
1903653,9
1903664,9
1903668,9
1903659,9
1903666,9
1903669,9
1903673,34
1902890,3
1903429,31
1903531,13
1903667,9
1886883,37
1903183,5
1903230,32
1903263,9
1885503,31
1903299,15
1885504,31
1902882,3
1903411,42
1885505,31
1903352,19
1903403,5
1903404,30
1903476,20
1903453,13
1891552,30
1902859,13
1902872,12
1902894,13
1902819,30
1901008,30
1901012,30
1903100,34
1902873,12
1903242,9
1886924,40
1903163,30
1902903,16
1886992,9
1903177,30
1902831,1
1902836,42
1902875,46
1903150,49
1903175,30
1903190,6
1903199,1
1903206,11
1903240,16
1903101,42
1903322,16
1903264,9
1889505,29
1902990,29
1903026,25
1903029,13
1903003,45
1903020,17
1903086,40
1903095,42
1889607,16
1902965,13
1903004,25
1903025,13
1903057,20
1902901,5
1902922,31
1902947,17
1903092,42
1903588,48
1896482,29
1896485,29
1896492,29
1882212,35
1882851,17
1877669,2
1896687,15
1896682,15
1896723,42
1896759,15
1896708,15
1896731,30
1881625,42
1896564,19
1896523,1
1896202,13
1896231,30
1881104,17
1896303,30
1896377,19
1896389,30
1896391,30
1882221,13
1896338,13
1896331,13
1896318,16
1896214,42
1896361,45
1896376,29
1896438,9
1896479,3
1896435,34
1896488,29
1882321,25
1882360,16
1895850,30
1896469,31
1896405,44
1896419,29
1896333,42
1902627,36
1903584,30
1903591,30
1903579,25
1903282,30
1903551,17
1903553,13
1902996,5
1903568,30
1903485,42
1903539,13
1903196,5
1903582,30
1903364,35
1902995,29
1894127,46
1905129,16
1905141,2
1905122,30
1889316,42
1905137,15
1905079,48
1905108,29
1905132,25
1905133,15
1905092,13
1900034,13
1900037,30
1900084,46
1900069,30
1900098,11
1900099,43
1899985,37
1900147,19
1900077,20
1900047,9
1894255,16
1894203,20
1879582,32
1896883,30
1884322,15
1896824,30
1905126,16
1905093,13
1905105,33
1905115,3
1904968,29
1904965,29
1905121,9
1905118,15
1905070,25
1905104,15
1904886,30
1905003,13
1904793,42
1905061,33
1905073,9
1905090,13
1905078,20
1905056,47
1905086,25
1905087,31
1887414,30
1887436,30
1887460,30
1887477,30
1905038,30
1905075,24
1904667,42
1894126,26
1894160,32
1894161,32
1892899,9
1892900,9
1884094,30
1900231,39
1900016,32
1899987,42
1881526,30
1896827,9
1905033,30
1905025,30
1905029,34
1905046,27
1905043,20
1905044,19
1905036,30
1905018,42
1904969,20
1879959,30
1894265,25
1899691,30
1904988,25
1904987,25
1904986,25
1882951,30
1896792,30
1896424,28
1899790,43
1903635,8
1903671,30
1896653,24
1896720,19
1903639,1
1903590,42
1903495,31
1903557,31
1903492,42
1903581,37
1903583,46
1890678,13
1890615,40
1896554,15
1896630,5
1894004,30
1894005,13
1893994,30
1893761,16
1893836,5
1893966,29
1894036,40
1893398,39
1894032,40
1896663,49
1896602,30
1899890,24
1899757,9
1885040,15
1884197,42
1882744,42
1896733,20
1899887,21
1896609,16
1896643,42
1896675,29
1881827,29
1896730,11
1896757,31
1896651,25
1896657,49
1889373,47
1903191,19
1886879,40
1903414,29
1903540,40
1903319,39
1903367,42
1903569,14
1903298,30
1903543,42
1903420,25
1903466,30
1903019,5
1903544,30
1903550,42
1903554,13
1889925,13
1904455,42
1904939,29
1904946,30
1904940,25
1904950,5
1903477,30
1904938,16
1904943,31
1904949,5
1904925,42
1904935,16
1904857,15
1886284,30
1904856,15
1893071,47
1904923,43
1904906,28
1904883,45
1904898,40
1893935,7
1894122,20
1893097,14
1896154,13
1899881,40
1899846,31
1899902,30
1899903,20
1884116,13
1885395,3
1899894,19
1899898,42
1896686,30
1896677,14
1903068,20
1902802,20
1902917,20
1902912,20
1903387,20
1903418,31
1888186,40
1902914,20
1902919,20
1902921,20
1902926,20
1901909,38
1902209,47
1903391,20
1904814,37
1904850,30
1904860,13
1904881,23
1904887,42
1904920,29
1904918,42
1888985,30
1904915,42
1904872,16
1904896,9
1904849,13
1904854,20
1896302,14
1904766,32
1904831,38
1904794,7
1904798,15
1904828,8
1904841,14
1904880,8
1904809,25
1899613,33
1899476,31
1883844,32
1899842,9
1899751,19
1899827,30
1899863,24
1884958,25
1899791,25
1903262,29
1903268,28
1903142,20
1903155,13
1903219,49
1903249,1
1899784,42
1899799,5
1899839,13
1899871,30
1899837,2
1896799,27
1896639,25
1881548,30
1896545,48
1896622,8
1891575,22
1893849,31
1896593,30
1896618,30
1896607,30
1896624,30
1904865,8
1904791,30
1904861,20
1903970,19
1904852,44
1904761,29
1904356,49
1904420,42
602775,30
1904833,9
1890258,31
1876915,38
1893848,40
1896526,1
1896499,34
1899742,46
1899778,15
1899783,20
1899745,30
1899603,5
1899766,24
1899754,13
1903111,16
1903122,1
1903032,16
1903161,14
1904779,17
1889785,19
1888949,9
1904768,20
1904758,34
1904748,29
1904746,29
1904760,30
1893585,13
1893215,40
1896437,42
1896466,24
1896481,25
1896426,13
1896363,7
1896410,21
1896357,25
