CompanyId,CompanyName,CompanyLogo,Address
304804,Công Ty TNHH HS Hyosung Quang Nam,https://images.vietnamworks.com/pictureofcompany/61/11344257.png,"HS Hyosung Quang Nam Co., LTD - Tam Thang Industrial Zone, Tam Ky City, Quang Nam Province"
145671,Công Ty TNHH Nissin Manufacturing Việt Nam,https://images.vietnamworks.com/pictureofcompany/ae/11284278.png,"Khu công nghiệp Lương Sơn, xã Hòa Sơn, huyện Lương Sơn, Tỉnh Hòa Bình."
259855,Công Ty Cổ Phần Thương Mại Và Sản Xuất Nội Thất The One,,"Tầng 10, Tòa nhà Capital Tower, 109 Trần Hưng Đạo, Phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội"
275961,Công Ty TNHH Kiểm Toán & Tư Vấn RSM Việt Nam / RSM Vietnam,https://images.vietnamworks.com/pictureofcompany/a6/11129726.png,"L'MAK THE SIGNATURE, 147-147bisHai Bà Trưng, Vo Thi Sau Ward, Quận 3, Thành phố Hồ Chí Minh, Việt Na"
397733,CÔNG TY TNHH AMPHENOL COMMUNICATION ELECTRONICS VIỆT NAM,https://images.vietnamworks.com/pictureofcompany/d4/11342381.jpg,"Khu công nghiệp Yên Phong (Khu mở rộng), xã Yên Trung, huyện Yên Phong, tỉnh Bắc Ninh, Việt Nam."
276106,Công Ty Cổ Phần Maxgroup Thành Phố Hồ Chí Minh,https://images.vietnamworks.com/pictureofcompany/d4/11363685.png,"L3-301, ARC Building, Số 1D Nguyễn Duy, Phường 3, Quận Bình Thạnh, TPHCM"
362218,Công Ty TNHH LEGO Manufacturing Việt Nam,https://images.vietnamworks.com/pictureofcompany/cb/11133899.png,
41124,Deep C Industrial Zones,https://images.vietnamworks.com/pictureofcompany/3b/10826675.png,"5th Floor, Harbour View Office Tower, 12 Tran Phu, Ngo Quyen, Hai Phong"
303485,Công Ty Cổ Phần Dịch Vụ Công Nghệ Ecotek,https://images.vietnamworks.com/pictureofcompany/b4/10964784.png,"17A Trần Hưng Đạo, phường Phan Chu Trinh, quận Hoàn Kiếm, thành phố Hà Nội"
135591,"HDWebsoft Co., Ltd",https://images.vietnamworks.com/pictureofcompany/b4/10996517.png,"HD Building, 15 Thep Moi street, Ward 12, Tan Binh District."
262585,"Hansae HCM Co., Ltd",https://images.vietnamworks.com/pictureofcompany/ff/11128530.png,"Phòng 12A02, Lầu 12A Tòa nhà Empress Tower, 138 Hai Bà Trưng, Phường Đa Kao, Quận 1"
250481,Công Ty TNHH LG Innotek Việt Nam Hải Phòng,https://images.vietnamworks.com/pictureofcompany/45/10866000.png,"Lô I, 4, Khu công nghiệp Tràng Duệ, Xã Hồng Phong, Huyện An Dương, TP Hải Phòng, Việt Nam"
171441,Công Ty TNHH LG Electronics Việt Nam Hải Phòng,https://images.vietnamworks.com/pictureofcompany/cf/11127843.png,"Lô CN2, KCN Tràng Duệ, H.An Dương, Hải Phòng"
34148,Công Ty TNHH Công Nghiệp Vĩnh Tường Miền Bắc Việt Nam,https://images.vietnamworks.com/pictureofcompany/94/10269292.png,Thôn Vĩnh Bảo xã Vĩnh Khúc huyện Văn Giang tỉnh Hưng Yên
284188,Công Ty Cổ Phần Vận Tải Ao Shipping,https://images.vietnamworks.com/pictureofcompany/52/10579160.png,"LIGHTHOUSE Tower -3rd FL, 284 Xo Viet Nghe Tinh st, Ward 21, Binh Thanh dist, HCM City."
298856,Công Ty TNHH Giáo Dục Và Đào Tạo Vinacademy,https://images.vietnamworks.com/pictureofcompany/d5/10894078.png,
55690,Bắc Á Bank - Https://tuyendung.baca-Bank.vn/,https://images.vietnamworks.com/pictureofcompany/22/10252990.png,Văn Phòng Hội sở: Tầng 12 số 9 Đào Duy Anh Đống Đa Hà Nội
199120,Công Ty TNHH MTV Công Nghệ Cao Nha Trang,https://images.vietnamworks.com/pictureofcompany/15/10215783.jpg,"40/6 Lữ Gia, Phường 15, Quận 11, TP. Hồ Chí Minh"
204085,Công Ty TNHH Xây Dựng Ivy,https://images.vietnamworks.com/pictureofcompany/32/11279969.png,"Lầu 5 Tòa Nhà An Sơn, 178/8 Nguyễn Văn Thương, Phường 25, Quận Bình Thạnh, TP. HCM"
224954,Công Ty TNHH Therm- X System Việt Nam Technology,https://images.vietnamworks.com/pictureofcompany/6e/10253646.png,"Lô 39, Đường số 6, KCN Vsip 1, P. An Phú, TP. Thuận An, Tỉnh Bình Dương"
305688,Crossian Việt Nam,https://images.vietnamworks.com/pictureofcompany/27/11025436.png,"Tầng 1, Pax Sky, 63-65 Ngô Thì Nhậm, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, TP Hà Nội, Việt Nam"
92033,Công Ty Cổ Phần Tập Đoàn BRG,https://images.vietnamworks.com/pictureofcompany/7f/10601062.png,"Website: www.brggroup.vn. Tòa nhà BRG, 198 Trần Quang Khải, Hoàn Kiếm, Hà Nội"
258745,Concentrix,https://images.vietnamworks.com/pictureofcompany/c7/11128367.png,"Quang Trung Software Park, District 12"
322031,Công Ty TNHH Phim Năm Sao,https://images.vietnamworks.com/pictureofcompany/22/10931426.png,"Tòa nhà LLumar, 96 Dịch Vọng Hậu, Hà Nội"
202988,Công Ty TNHH Bonfiglioli Việt Nam,https://images.vietnamworks.com/pictureofcompany/d4/11161430.jpg,"Lô C-9D-CN, KCN Mỹ Phước 3, P.Mỹ Phước, TX.Bến Cát, T.Bình Dương, VN"
148667,Sucden Coffee Việt Nam,https://images.vietnamworks.com/pictureofcompany/d4/11012689.png,"Sucden Coffee Vietnam Repr, Citilight Towner, Dictrict 1, Ho Chi Minh City"
78301,Công Ty Cổ Phần Dịch Vụ Công Nghiệp Wolfram,https://images.vietnamworks.com/pictureofcompany/07/10367314.png,"VP Hà Nôi: Tầng 21, tháp A, toà nhà Sông Đà, Q. Nam Từ Liêm, Hà Nội/ VP HCM: Số 16 đường 37, Khu đô thị Vạn Phúc, P. Hiệp Bình Phước, TP Thủ Đức"
10040,"Brenntag Vietnam Co, Ltd",https://images.vietnamworks.com/pictureofcompany/47/11153023.png,"120 Hoang Hoa Tham, 7 Ward, Binh Thanh district, Ho Chi Minh city, Vietnam"
321984,One Mount,https://images.vietnamworks.com/pictureofcompany/1a/11046976.png,"Times City, Hanoi"
27341,Home Credit Vietnam - Explore Your Dream Team,https://images.vietnamworks.com/pictureofcompany/5a/10480385.png,"Phu Nu Building, 20 Nguyen Dang Giai, Thao Dien Ward, District 2, HCMC"
274538,"Ansell Vina Co., Ltd.",https://images.vietnamworks.com/pictureofcompany/35/10772289.png,"Road No 7, Long Thanh Industrial Zone, Long Thanh, Dong Nai Province"
213696,Metkraft LTD. (A Division of Fisher Barton),https://images.vietnamworks.com/pictureofcompany/52/11230880.png,"Đường số 19, Khu Chế Xuất Tân Thuận, Q.7"
1945,Capgemini Vietnam,https://images.vietnamworks.com/pictureofcompany/fb/11126096.png,"Centre Point, 106 Nguyễn Văn Trỗi, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh"
186834,Công Ty Cổ Phần I.T.C Việt Nam,https://images.vietnamworks.com/pictureofcompany/e9/11047981.png,"Số 123 Nguyễn Khoái, Quận Hai Bà Trưng, Hà Nội"
31211,MISA Jointstock Company,https://images.vietnamworks.com/pictureofcompany/44/11125399.png,"Tầng 9, tòa nhà Technosoft, phố Duy Tân, phường Dịch Vọng Hậu, quận Cầu Giấy, thành phố Hà Nội"
16655,"Amway Vietnam Co., Ltd.",https://images.vietnamworks.com/pictureofcompany/d1/11322911.png,"HCMC AMWAY CENTER - 410B,C,D Nguyễn Thị Minh Khai, Phường 5, Quận 3, HCMC"
95495,Star Fashion Company Ltd.,https://images.vietnamworks.com/pictureofcompany/a5/11170218.png,"Lot CN-B4, Phu Nghia Industrial Zone, Chuong My district, Ha Noi"
330753,"Chailease International Leasing Co., Ltd",https://images.vietnamworks.com/pictureofcompany/e3/11174669.png,"20th floor, CEO Tower HH2-1, Pham Hung Street, Me Tri Ward, Nam Tu Liem District, Hanoi"
340584,Samsung C&T Corporation,https://images.vietnamworks.com/pictureofcompany/c7/11103438.png,"L7-09 Vincom Center, 72 Le Thanh Ton & 45A Ly Tu Trong, District 1, Hochiminh City, Vietnam"
193477,Công Ty TNHH Takahata Precision Việt Nam,https://images.vietnamworks.com/pictureofcompany/71/11126507.png,"Lô đất số N10,11,12 Khu công nghiệp Nomura Hải Phòng, An Hưng. An Dương, Hải Phòng"
51646,Ngân Hàng TMCP Đầu Tư Và Phát Triển Việt Nam (BIDV),https://images.vietnamworks.com/pictureofcompany/05/11125479.png,"Tháp BIDV, Số 194 Trần Quang Khải, Hoàn Kiếm, Hà Nội."
281868,Công Ty TNHH Một Thành Viên Vina Paper,https://images.vietnamworks.com/pictureofcompany/c0/10561328.png,"Cụm Công nghiệp Tân Chi, xã Tân Chi, Huyện Tiên Du, tỉnh Bắc Ninh"
11419,Sumitomo Mitsui Banking Corporation Ho Chi Minh City Branch,https://images.vietnamworks.com/pictureofcompany/d8/11126590.png,"22-36 Nguyễn Huệ, Phường Bến Nghé, Quận 1; 12th floor, Lotte Center Hanoi, 54 Lieu Giai, Ba Dinh, Ha Noi"
300660,Công Ty TNHH Bán Lẻ Fujimart Việt Nam,https://images.vietnamworks.com/pictureofcompany/dc/11128388.png,"Tầng 6, 51 Phố Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội"
849,Ngân Hàng TMCP Á Châu (ACB),https://images.vietnamworks.com/pictureofcompany/95/11125340.png,"442 Nguyễn Thị Minh Khai, Phuờng 5, Quận 3, Thành phố Hồ Chí Minh"
164084,Công Ty Cổ Phần Bơm Châu Âu,https://images.vietnamworks.com/pictureofcompany/05/10171275.png,"Tầng 4, 286 Quang trung, Hà Đông, Hà Nội."
12044,Công Ty TNHH Mitsuba Việt Nam,https://images.vietnamworks.com/pictureofcompany/9a/11125302.png,"Lot D5 – 1, Street 2, Long Binh technopark, Bien Hoa City, Dong Nai Province"
81523,LG Electronics Vietnam Hai Phong - Sales & Marketing Company,https://images.vietnamworks.com/pictureofcompany/a8/11367980.png,"Tòa Lotte Mall 272 Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội"
115559,Daikin Air Conditioning (Vietnam) Joint Stock Company,https://images.vietnamworks.com/pictureofcompany/af/11125787.png,"201-203 Cach Mang Thang 8, Ward 4, Dist 3, HCM city"
221166,Công Ty Cổ Phần Vinhomes,https://images.vietnamworks.com/pictureofcompany/86/10475262.png,"Văn phòng Symphony, Khu đô thị Vinhomes Riverside, Long Biên, Hà Nội"
193176,Specialized Bicycle Components Vietnam Company Limited,https://images.vietnamworks.com/pictureofcompany/01/11126505.png,"Vo Truong Toan Street,Quarter 6, Linh Trung Ward Thu Duc City Hồ Chí Minh Vietnam"
347898,Công ty TNHH Innovative Lighting,https://images.vietnamworks.com/pictureofcompany/14/11066311.png,
119008,Công Ty TNHH Công Nghệ Chính Xác Fuyu,https://images.vietnamworks.com/pictureofcompany/4d/11270336.png,"Khu công nghiệp Quang Châu, Huyện Việt Yên, Bắc Giang"
77283,Công Ty TNHH Kiểm Toán & Tư Vấn RSM Việt Nam – Chi Nhánh Hà Nội,https://images.vietnamworks.com/pictureofcompany/9b/8139905.png,"Tầng 25 tháp A, tòa nhà Discovery Complex, số 302 Cầu Giấy, phường Dịch Vọng, quận Cầu Giấy,Thành phố Hà Nội."
305037,Công Ty TNHH TM Kbvision Việt Nam,https://images.vietnamworks.com/pictureofcompany/f3/11366192.png,104 Nguyễn Xí - P.26 - Bình Thạnh
288498,Công Ty Cổ Phần Achison,https://images.vietnamworks.com/pictureofcompany/29/10960712.png,"89/40/23 Nguyễn Hồng Đào, Phường 14, Quận Tân Bình, TP. HCM"
264234,Công Ty Cổ Phần Kỹ Thuật Thăng Tiến,https://images.vietnamworks.com/pictureofcompany/7e/11143003.png,"Tầng 21, tòa IDMC Mỹ Đình, số 15 Phạm Hùng, phường Mỹ Đình 2, quận Nam Từ Liêm, thành phố Hà Nội"
326681,Chi Nhánh Hà Nội - Công Ty Cồ Phần Daikin Air Conditioning (Vietnam),https://images.vietnamworks.com/pictureofcompany/a5/11239634.png,"10 FL, 1 Đào Duy Anh, Đống Đa, Hà Nội"
36019,Techcombank,https://images.vietnamworks.com/pictureofcompany/7e/11125544.png,"Head Office: 6 Quang Trung Street, Hoan Kiem District, Hanoi"
177947,"Tek Experts Co., Ltd",https://images.vietnamworks.com/pictureofcompany/c7/11345221.png,"Lotte Building, 16th Floor, 54 Lieu Giai street,  Doi Can Ward, Ba Dinh District, Ha Noi"
135344,"SEI Electronic Components (Vietnam), Ltd.",https://images.vietnamworks.com/pictureofcompany/bb/11125309.png,"Lot C6 - Thang Long Industrial Park,Dong Anh District, Ha noi, Vietnam"
185113,Con Cung Joint Stock Company,https://images.vietnamworks.com/pictureofcompany/69/10729652.png,"14th floor, Phu My Hung Tower, 08 Hoang Van Thai Street, District. 7, HCMC, Vietnam"
394584,Công ty Cổ phần Thương mại và Dịch vụ Green Future,,"Tòa văn phòng Symphony, Vinhomes Riverside, Q. Long Biên, Hà Nội"
283946,Công Ty Cổ Phần Dịch Vụ Thương Mại Tổng Hợp Wincommerce,https://images.vietnamworks.com/pictureofcompany/b5/11147349.png,"Tầng 5, Tòa International Centre, 17 Ngô Quyền, Phường Tràng Tiền, Quận Hoàn Kiếm, Thành phố Hà Nội."
1170,"United International Pharma Co., Ltd.",https://images.vietnamworks.com/pictureofcompany/69/11279173.png,"5th Floor, Bao Viet Financial Tower, 233 Dong Khoi, Ben Nghe Ward, District 1, Ho Chi Minh City"
241536,Công Ty TNHH MTV Vinschool,https://images.vietnamworks.com/pictureofcompany/56/11333942.png,"Vinhomes Ocean Park, Đại Dương, Đa Tốn, Gia Lâm, Hà Nội"
63732,Masan Consumer Holdings,https://images.vietnamworks.com/pictureofcompany/2c/11125255.png,"23 Le Duan Street, District 1, HCMC"
255371,Công Ty Cổ Phần Vàng Bạc Đá Quý Bảo Tín Mạnh Hải,https://images.vietnamworks.com/pictureofcompany/11/11243296.png,Tầng 19 + 20 HUD Tower - 37 Lê Văn Lương - Thanh Xuân - Hà nội
363962,Công Ty Cổ Phần Quốc Tế Thăng Long P&t,https://images.vietnamworks.com/pictureofcompany/30/11181815.png,"Số 23, ngách 405/17 đường Ngọc Hồi, Thị Trấn Văn Điển, Huyện Thanh Trì, Thành phố Hà Nội, Việt Nam"
33377,Mascot International Viet Nam,https://images.vietnamworks.com/pictureofcompany/72/11125529.png,"Lô CN 3.1, KCN Tân Trường, huyện Cẩm Giàng, tỉnh Hải Dương"
164875,HYEN-TAN LION,https://images.vietnamworks.com/pictureofcompany/d4/11325778.jpg,"Phường 9, Quận Phú Nhuận, TP Hồ Chí Minh"
23900,Công Ty TNHH Thương Mại Sa Giang,https://images.vietnamworks.com/pictureofcompany/4c/10787899.png,"VP HCM: Tầng 11, Tòa nhà REE - 9 Đoàn Văn Bơ, phường 12, Quận 4/ VP HN: Tầng 6 - CT2, tòa nhà Bắc Hà C14, đường Tố Hữu, P. Trung Văn, Quận Nam Từ Liêm, Hà Nội"
111074,"AEONMALL Vietnam Co., Ltd.",https://images.vietnamworks.com/pictureofcompany/1f/11223889.png,"HQ: 3rd Floor – East Office of AEON MALL Long Bien, No. 27 Co Linh Road, Long Bien Ward, Long Bien Dist., Hanoi | Branch: 15th Floor, LIM Tower 3, 29A Nguyen Dinh Chieu Street, Dakao Ward, Dist. 1, HCMC"
350749,Công Ty TNHH Rce-Vina,https://images.vietnamworks.com/pictureofcompany/4e/11071570.png,"Tòa nhà The Sun, Mễ Trì, Nam Từ Liêm, Hà Nội"
13141,"Sumitomo Electric Interconnect Products (Vietnam), Ltd. [Sepv]",https://images.vietnamworks.com/pictureofcompany/a0/10839044.png,"Lô 3, TS 6, Khu Công Nghiệp Tiên Sơn, Bắc Ninh"
250632,"Seaps Vietnam Co., Ltd",https://images.vietnamworks.com/pictureofcompany/85/10760682.png,"Tầng 7, tòa Taisei Square Hanoi, Số 289, đường Khuất Duy Tiến, Phường Trung  Hòa, Quận Cầu Giấy, Thành phố Hà Nội"
316318,NAB Innovation Centre Vietnam,https://images.vietnamworks.com/pictureofcompany/d9/11293186.png,"Tòa nhà The Hallmark, Đường Trần Bạch Đằng, P. Phú Thuận, An Khánh, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam"
131476,YHI (Vietnam) Company Limited,https://images.vietnamworks.com/pictureofcompany/20/10894455.png,"Hochiminh City Office : 135/17/77 Nguyen Huu Canh Street, Ward 22, Binh Thanh Dist, Vietnam"
401857,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN HẠ TẦNG BẢO MINH - KHÁNH HỒNG,https://images.vietnamworks.com/pictureofcompany/d4/11369218.jpg,"Tầng 18A, tòa MD Complex 68 Nguyễn Cơ Thạch, Hà Nội"
294741,Công Ty Cổ Phần Blueseed,https://images.vietnamworks.com/pictureofcompany/e4/10697932.png,"Lầu 02 Tòa nhà Hà Phan, Số 17-19 Tôn Thất Tùng, Phường Phạm Ngũ Lão, Quận 01, TP.HCM"
305757,CÔNG TY TNHH TEXON Semiconductor Technologies,https://images.vietnamworks.com/pictureofcompany/33/10807035.png,"Lô K-1-2, Khu công nghiệp Đại Đồng-Hoàn Sơn, Phường Tân Hồng, Thành phố Từ Sơn, Tỉnh Bắc Ninh, Việt Nam"
250545,Chi nhánh Hưng Yên - Công ty Cổ phần Daikin Air Conditioning (Vietnam),https://images.vietnamworks.com/pictureofcompany/7f/10311260.png,"DAIKIN VIETNAM FACTORY, Phung Chi Kien, My Hao District, Hung Yen, Vietnam"
299927,Công Ty TNHH Supporting Industries Việt Nam,https://images.vietnamworks.com/pictureofcompany/d4/11378337.jpg,"Số 3 TT4A khu đô thị Tây Nam Linh Đàm, P. Hoàng Liệt, Q. Hoàng Mai, Hà Nội"
155408,Công Ty TNHH M&C Electronics Vina,https://images.vietnamworks.com/pictureofcompany/4a/10195864.jpg,"Lô J1, Khu công nghiệp Quế Võ, Phương Liễu, Bắc Ninh"
403172,Công ty Cổ phần Tập đoàn K-Global,https://images.vietnamworks.com/pictureofcompany/d4/11377745.jpg,"164 Nguyễn Ngọc Vũ, Trung Hòa, Hà Nội"
242194,Seoul Semiconductor Vina,https://images.vietnamworks.com/pictureofcompany/70/11127312.png,"Dong Van 1 IZ., Duy Tien, Ha Nam"
96728,Bosch Global Software Technologies Company Limited,https://images.vietnamworks.com/pictureofcompany/f8/11200820.png,"Etown 2, 364 Cong Hoa street, ward 13, Tan Binh district, HCM"
401048,CÔNG TY TNHH COOLIE LOGISTICS,https://images.vietnamworks.com/pictureofcompany/fd/11378364.png,
952,Yamaha Motor Vietnam,https://images.vietnamworks.com/pictureofcompany/42/11134832.png,"Lô 50-54, 59-68, KCN Nội Bài, Quang Tiến, Sóc Sơn, Hà Nội; Yamaha Town Hà Nội - 62 Nguyễn Chí Thanh, Đống Đa, HN"
120976,Công Ty TNHH Vật Liệu Nam Châm Shin-Etsu Việt Nam,https://images.vietnamworks.com/pictureofcompany/c8/10193170.jpg,"Lô CN5.2D, Khu hóa chất và hóa dầu, Khu công nghiệp Đình Vũ, Phường Đông Hải 2, Quận Hải An, Thành phố Hải Phòng"
361938,Apx Global Management Limited,,Danang
3649,Ngân Hàng TMCP Xuất Nhập Khẩu Việt Nam (Eximbank),https://images.vietnamworks.com/pictureofcompany/c7/11125412.png,"Tầng 8, tòa nhà Vincom center, số 72 Lê Thánh Tôn và 45A Lý Tự Trọng, Quận 1, TP.HCM"
264491,Công Ty Cổ Phần Đầu Tư Và Xây Dựng Bảo Quân,https://images.vietnamworks.com/pictureofcompany/18/10976002.png,"Liền kề 15, đường Foresa 4, KĐT Xuân Phương, phường Xuân Phương, quận Nam Từ Liêm"
352281,Công Ty Cổ Phần Đầu Tư T&C,https://images.vietnamworks.com/pictureofcompany/67/11227544.png,"Số 6A ngõ 49 Tô Ngọc Vân, phường Quảng An, quận Tây Hồ, Hà Nội"
337739,Công Ty TNHH Dịch Vụ Giao Nhận Hàng Hóa Thời Gian,https://images.vietnamworks.com/pictureofcompany/37/11003763.png,"The Yuson Tower, 273B Ton Dan Str., Ward 15, Dist. 4, Ho Chi Minh City"
303273,CÔNG TY TNHH SSR VINA,https://images.vietnamworks.com/pictureofcompany/a5/10983824.png,"G-12, Tầng Trệt, Tòa nhà The Manor Officetel, số 89 Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TP HCM"
403458,Công ty TNHH Xuất Nhập Khẩu Phúc Thịnh Việt Nam,,"86 Duy Tân, Cầu Giấy, Hà Nội"
379962,Công Ty Cổ Phần Kỹ Thuật Cơ Khí Đại Tín,https://images.vietnamworks.com/pictureofcompany/d4/11260888.jpg,"Số 34 Đường số 6, P.Hiệp Thành, Thành Phố Thủ Dầu Một, Tỉnh Bình Dương"
276244,Công ty Cổ Phần Dịch Vụ và Thương Mại Hưng Long (KONIG),https://images.vietnamworks.com/pictureofcompany/48/11369382.png,"Tòa R1A - Vinhomes Royal City, 72 Nguyễn Trãi, Thanh Xuân, Hà Nội"
274745,Công Ty TNHH Phát Triển Kỹ Thuật Công Nghệ Fra,https://images.vietnamworks.com/pictureofcompany/6e/10486288.png,"Nhà số 16A1- BT2, Làng Việt Kiều Châu Âu, Mỗ Lao, Hà Đông, HN."
892,"Nidec SV Probe Vietnam Co.,Ltd",https://images.vietnamworks.com/pictureofcompany/19/11203408.png,"06 street, Vietnam - Singapore Industrial Park, Thuan An City, Binh Duong Province"
200629,Công Ty TNHH Hệ Thống Dây Sumi-Hanel,https://images.vietnamworks.com/pictureofcompany/5c/11126637.png,"Đường công nghiệp 4, Khu CN Sài Đồng B, Thạch Bàn, Long Biên, Hà Nội."
191840,Công Ty Cổ Phần Tư Vấn Và Dịch Vụ Công Nghệ ASIC,https://images.vietnamworks.com/pictureofcompany/9e/10420924.png,"Phòng 1701, toà G3, KĐT Vinhomes Green Bay, số 7 Đại Lộ Thăng Long, P Mễ Trì, Q Nam Từ Liêm, HN"
132349,Cty TNHH Sports Engineering And Recreation Asia,https://images.vietnamworks.com/pictureofcompany/09/11120217.png,"227 Nam Ky Khoi Nghia St., Vo Thi Sau Ward, District 3, HCMC"
378683,CÔNG TY TNHH SOFTWORLD VIỆT NAM,https://images.vietnamworks.com/pictureofcompany/ec/11360514.png,"92 Yên Thế, Phường 2, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam"
106686,CÔNG TY TNHH ZWILLING J.A. HENCKELS (VIỆT NAM),https://images.vietnamworks.com/pictureofcompany/67/11303897.png,"Số 04 Đường Nội Khu Hưng Phước 1, Khu Phố Hưng Phước 1 (R10), Phường Tân Phong, Quận 7"
352112,Công ty TNHH khuôn đúc Tsukuba Việt Nam,https://images.vietnamworks.com/pictureofcompany/c0/11204440.png,"Lô A6, đường Công nghiệp 4, Khu Công nghiệp Sài Đồng B, Phường Thạch Bàn, Quận Long Biên, Thành phố Hà Nội, Việt Nam"
134618,NABATI VIỆT NAM,https://images.vietnamworks.com/pictureofcompany/1b/11120359.png,"2nd Floor, Phuong Long Building, 16 Nguyen Truong To Str, Ward 13, District 4, HCMC, Vietnam"
181396,"Palfinger Marine Vietnam Co., Ltd",https://images.vietnamworks.com/pictureofcompany/27/10336303.png,"D2 Road, D Area, Pho Noi A IZ, Lac Hong Commune, Van Lam District, Hung Yen Province, Vietnam"
4246,WA Projects Limited,https://images.vietnamworks.com/pictureofcompany/97/11105092.png,"Our studio is located in Harmony Building, 6th floor, 47-49-51 Phung Khac Khoan, Ward Dakao, District 1, HCMC"
58309,Công Ty Cổ Phần Thương Mại Tư Vấn Và Xây Dựng Vĩnh Hưng,https://images.vietnamworks.com/pictureofcompany/32/11125238.png,"Lô BT2, số 49 Bắc Linh Đàm, Hoàng Liệt, Hoàng Mai, Hà Nội"
273690,Công Ty TNHH Allexceed Việt Nam,https://images.vietnamworks.com/pictureofcompany/d7/10478301.png,"15F, Opal Tower, Đường Nguyễn Hữu Cảnh, Saigon Pearl, Phường 22, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam"
321915,Công Ty TNHH Thiết Bị Y Tế Dmed,https://images.vietnamworks.com/pictureofcompany/43/11002611.png,"Số 2, Đường 1F, KDC Trung Sơn, Bình Chánh, TPHCM"
