WorkingLocationId,JobId,Address,CityId,Latitude,Longitude
91425,1884588,"Tòa nhà Capital Tower, 109 Trần Hưng Đạo, phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội, Vietnam",24,21.023568,105.842119
146921,1885518,"L'MAK THE SIGNATURE, 147-147bisHai Bà Trưng, Vo Thi Sau Ward, Quận 3, Thành phố Hồ Chí Minh, Việt Na",29,10.783245,106.697441
188156,1899040,"Bắc Ninh, Vietnam",7,21.121444,106.11105
69219,1898991,"Tầng 4, Số nhà 22, Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",24,21.061853,105.808394
134134,1898991,"L3-301, ARC Building, Số 1D Nguyễn Duy, Phường 3, Quận Bình Thạnh, Thành Phố Hồ Chí Minh",29,10.801811,106.694373
174579,1899073,"No.1, Road no.3, VSIP III, Hoi Nghia, Tan Uyen, Binh Duong, Vietnam",11,11.132213,106.777619
166304,1884592,"Quảng Ninh, Vietnam",49,21.24325,107.19572
200167,1897657,"21 Tràng Tiền, Trang Tien, Hoàn Kiếm, Hanoi, Vietnam",24,21.024461,105.856062
28683,1902299,"15 Thép Mới St, Ward 12, Tân Bình District, Ho Chi Minh City",29,10.797131,106.647723
139616,1907173,"138 Hai Bà Trưng, phường Đa Kao, Quận 1, Ho Chi Minh City, Vietnam",29,10.784461,106.696661
281,1891977,"Lô I-4, Khu công nghiệp Tràng Duệ, thuộc khu kinh tế Đình Vũ Cát Hải, Xã Hồng Phong, Huyện An Dương, Thành phố Hải Phòng",28,20.857348,106.571538
77777,1892350,"Hai Phong, Vietnam",28,20.844912,106.688084
155961,1890837,"Hai Phong, Vietnam",28,20.844912,106.688084
162329,1906533,"Thôn Vĩnh Bảo, Xã Vĩnh Khúc, Huyện Văn Giang, Hưng Yên",32,20.94051,106.004775
201071,1907171,"Tòa nhà AO Shipping, số 14/19 Ngô Tất Tố, Phường 19, Bình Thạnh, HCMC, Viet Nam",29,10.792474,106.709892
171303,1907182,VinUniversity,24,20.991053,105.946178
166099,1890196,"Phú Thọ, Vietnam",44,21.268443,105.204557
6138,1890196,"Nam Định, Vietnam",40,20.438823,106.162105
55852,1890196,"Ninh Bình, Vietnam",42,20.212997,105.92299
201073,1907177,"40/6, Lữ Gia, phường 15, quận 11, TP.HCM",29,10.771326,106.655462
178820,1907176,"Long An, Việt Nam",39,10.695572,106.243121
40424,1907153,"Lô 39, Đường số 6, KCN VSip 1, P. An Phú, TP. Thuân An, Bình Dương",11,10.93755,106.726789
111074,1907163,"Tầng 1, Pax Sky, 63-65 Ngô Thì Nhậm, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, TP Hà Nội, Việt Nam",24,21.015447,105.853289
191900,1891742,"Tòa nhà BRG, 198 Trân Quang Khải, Hoàn Kiếm, Hà Nội",24,21.02866,105.857476
201076,1907167,"40/6, đường Lữ Gia, phường 15, quận 11, TP.HCM",29,10.771326,106.655462
200459,1905556,"QTSC9 (Orbital building), Công viên phần mềm Quang Trung",49,10.852994,106.626784
6330,1907152,"96 Phố Dịch Vọng Hậu, Dịch Vọng Hậu, Cầu Giấy, Hanoi, Vietnam",24,21.028939,105.78585
201029,1907057,"Lô C-9D-CN, KCN Mỹ Phước 3, Phường Thới Hòa, Thành Phố Bến Cát, Tỉnh Bình Dương",11,11.1017,106.64368
123939,1907121,"Hồ Chí Minh, Việt Nam",29,10.823099,106.629664
149485,1906519,"Hà Nội, Vietnam",24,21.027764,105.83416
184736,1906519,"Hồ Chí Minh, Vietnam",29,10.746903,106.676292
50488,1902320,"120 Hoàng Hoa Thám, phường 7, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",29,10.808132,106.68889
60450,1896449,"28bis Đường Mạc Đĩnh Chi, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",29,10.786044,106.698322
196381,1899068,"20 Nguyễn Đăng Giai, Thảo Điền, Thủ Đức, Hồ Chí Minh, Việt Nam",29,10.801881,106.736439
177144,1907139,"road 07, Long Thanh IZ, Tam An, Long Thanh, Dong Nai",19,10.810684,106.900447
1576,1907134,"Khu C, Lô S, KCX Tân Thuận Đường số 19, Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh",29,10.76615,106.744285
17288,1879730,"Centre Point, 106 Nguyễn Văn Trỗi, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh",29,10.797335,106.673387
198016,1898162,"Tầng 2, số 123 Nguyễn Khoái, P Bạch Đằng, Quận Hai Bà Trưng, TP Hà Nội",24,21.017269,105.863405
171942,1900736,"Tầng 9, Tòa nhà Technosoft, Ngõ 15, Duy Tân, Dịch Vọng Hậu, Cầu Giấy, Hà Nội",24,21.030399,105.782489
139909,1898266,"410B,C,D Nguyễn Thị Minh Khai, Phường 5, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",29,10.771072,106.68684
136,1888466,"Lot CN-B4, Phu Nghia Industrial Zone, Chuong My district, Ha Noi",24,20.935951,105.655916
154712,1888468,"Hà Nội, Vietnam",24,21.027764,105.83416
142841,1899671,"Tầng 20, CEO Tower HH2-1 Ðường Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",24,21.015563,105.782867
128228,1899671,"Hải Phòng, Việt Nam",28,20.844912,106.688084
128956,1899671,"Đà Nẵng, Vietnam",17,16.054407,108.202167
199924,1904145,Vincom Dong Khoi,29,10.777972,106.70165
111880,1904252,"L10-12, An Hưng, An Dương, Hai Phong, Vietnam",28,20.904281,106.584926
29717,1901891,"Hà Nội, Vietnam",24,21.027764,105.83416
149953,1906222,"Cụm CN Tân Chi, xã Tân Chi, huyện Tiên Du, tỉnh Bắc Ninh",7,21.151088,106.065622
149963,1906222,"Hà Nội, Vietnam",24,21.027764,105.83416
149666,1906277,"Hồ Chí Minh, Việt Nam",29,10.823099,106.629664
197020,1906291,"Tầng 6, 51 Lê Đại Hành, Hai Bà Trưng, HN",24,21.009073,105.850705
189108,1906282,"Da Nang, Vietnam",17,16.054407,108.202167
43451,1906282,"Khánh Hòa, Việt Nam",33,12.25851,109.052608
44421,1906282,"Thừa Thiên - Huế, Việt Nam",57,16.467397,107.590533
148929,1906289,"Đắk Lắk, Vietnam",18,12.710012,108.237752
107041,1904686,"Hà Nam, Vietnam",23,20.58352,105.92299
87656,1904686,Nam Định,40,20.438823,106.162105
200130,1904686,"Hà Tĩnh, Ha Tinh, Vietnam",26,18.294378,105.674525
189110,1904634,"Vũng Tàu, Ba Ria - Vung Tau, Vietnam",3,10.41138,107.136224
112214,1904634,"Đồng Nai, Vietnam",19,11.068631,107.167598
112217,1904634,"Binh Phuoc, Vietnam",12,11.751189,106.723464
94026,1904691,Thanh Hoa,56,0.0,0.0
78025,1904691,"Nghe An, Vietnam",41,19.234249,104.920037
200134,1904691,"Vĩnh Phúc, Vietnam",63,21.360881,105.547437
87704,1904682,"Quảng Ninh, Vietnam",49,21.006382,107.292514
112211,1904622,"Tây Ninh, Vietnam",53,11.335155,106.109885
160218,1904639,"Bình Minh, Vinh Long, Vietnam",62,10.070517,105.822946
121570,1904651,"An Giang, Việt Nam",2,10.521584,105.125896
200121,1904651,"Bến Tre, Vietnam",8,10.243356,106.375551
136853,1904660,"Cam Ranh, Khánh Hòa, Vietnam",33,11.966212,109.191558
117138,1904660,"Phú Yên, Vietnam",45,13.088186,109.092876
159586,1904660,"Ninh Thuận, Vietnam",43,11.673877,108.862957
165147,1904670,"Đức Trọng, Lâm Đồng, Vietnam",36,11.641927,108.310292
165139,1904670,"Bình Định, Vietnam",10,13.886021,109.107739
117099,1904674,"Hue, Thua Thien Hue, Vietnam",57,16.463712,107.590863
159588,1904674,"Ayun Pa, Gia Lai, Vietnam",21,13.374339,108.398981
161796,1904678,"Hai Duong, Vietnam",27,20.937341,106.314554
100889,1904678,"Hai Phong, Vietnam",28,20.844912,106.688084
170108,1904022,"Tầng 5, Tòa nhà PECOM, Số 415 Quang Trung, Hà Đông, Hà Nội",24,20.964437,105.767958
86064,1904032,"LÔ N1 VÀ N2 KHU CÔNG NGHIỆP THĂNG LONG II, TX. MỸ HÀO , TỈNH HƯNG YÊN",32,20.920747,106.062282
171768,1904032,"LÔ N1 VÀ N2 KHU CÔNG NGHIỆP THĂNG LONG II, TỈNH HƯNG YÊN.",24,20.921184,106.064156
198354,1904129,"Tầng15,16, tòa văn phòng, Lotte Mall Hà Nội, 272 Võ Chí Công, phường Phú Thượng, quận Tây Hồ, thành phố Hà Nội, Việt Nam",24,21.075951,105.812662
18508,1903037,"272 Vo Chi Cong st, Phu Thuong, Tay Ho, Ha Noi",24,21.076302,105.811729
1070,1884929,"201-203 Cách Mạng Tháng Tám, phường 4, Quận 3, Hồ Chí Minh, Việt Nam",29,10.77567,106.685023
119276,1889094,"201-203 Cách Mạng Tháng Tám, phường 4, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",29,10.77567,106.685023
1849,1900235,"Khu đô thị Vinhomes Riverside, Phúc Lợi, Long Biên, Hà Nội, Việt Nam",24,21.046152,105.915648
146619,1900749,"Bắc Ninh, Vietnam",7,21.121444,106.11105
62232,1903696,"Ho Chi Minh, Ho Chi Minh City, Vietnam",29,10.823099,106.629664
55209,1903696,"Binh Duong, Vietnam",11,11.325402,106.477017
194973,1902277,"Lot 206, D2 street, Nhon Trach Textile Industrial Park, Hiep Phuoc Town, Nhon Trach District, Dong Nai Province",19,10.700452,106.916334
73992,1902282,"Lô F/M, KCN Quang Châu, Việt Yên, Bắc Giang",5,21.210007,106.10261
137242,1902282,"Quế Võ Industrial Zone, Nam Sơn, Quế Võ District, Bac Ninh Province, Vietnam",7,21.153003,106.11399
145376,1902282,"Quang Châu, Việt Yên, Bắc Giang, Vietnam",5,21.208866,106.105171
155262,1902169,"Tầng 25 tháp A, tòa nhà Discovery Complex, số 302 Cầu Giấy, phường Dịch Vọng, quận Cầu Giấy,Thành phố Hà Nội",24,21.03542,105.794645
187076,1902224,104 Nguyễn Xí – Phường 26 – Bình Thạnh,29,10.812917,106.710057
195124,1902264,"Lot 206, D2 street, Nhon Trach Textile Industrial Park, Hiep Phuoc Town",19,10.704093,106.91565
41731,1901894,"Hà Nội, Vietnam",24,21.027764,105.83416
199364,1901899,"191 Bà Triệu, Lê Đại Hành, Hai Bà Trưng, Hà Nội",24,21.011068,105.849483
199212,1901902,"191 Bà Triệu, Hai Bà Trưng, Hà Nội",24,21.011068,105.849483
199372,1901903,"Tầng 8, Tháp BIDV, 194 Trần Quang Khải, Hoàn Kiếm, Hà Nội",24,21.029623,105.857109
199360,1901892,"Thành phố Hồ Chí Minh, Vietnam",29,10.823099,106.629664
106723,1901900,194 Trần Quang Khải – Hoàn Kiếm – Hà Nội,24,21.029422,105.857057
183564,1896627,"89/40/23 Nguyễn Hồng Đào, Phường 14, Quận Tân Bình, Tp.HCM",29,10.795108,106.643605
137265,1902194,"Bắc Ninh, Việt Nam",7,21.121444,106.11105
19221,1902194,"Hà Nội, Vietnam",24,21.027764,105.83416
65612,1902194,"Lê Thánh Tông, Ngô Quyền, Hải Phòng",28,20.865667,106.707295
181879,1897437,"Quảng Ninh, Việt Nam",49,21.006382,107.292514
161708,1896974,"Hà Nội, Hanoi, Vietnam",24,21.027764,105.83416
168958,1897068,"Số 7 Lô 8A Lê Hồng Phong,  phường Đông Khê, quận Ngô Quyền, Hải Phòng, Việt Nam",28,20.846739,106.709561
80922,1896996,"Lotte Building, 16th Floor, 54 Lieu Giai street, Doi Can Ward, Ba Dinh District, Ha Noi",24,21.03208,105.812596
4949,1884477,"Lô C6, Khu Công nghiệp Thăng Long, Đông Anh, Hà Nội",24,21.117574,105.773407
181739,1885066,"14th Floor, Phu My Hung Tower, Tan Phu Ward, Dist. 7, HCMC",29,10.722602,106.728033
196328,1896365,"Ocean Park 1, Gia Lâm, Hà Nội",24,21.00111,105.942173
185560,1885703,WinMart Khu vực Hà Nội,24,21.027764,105.83416
193742,1885703,WinMart khu vực Miền Tây,15,10.063363,105.594339
193743,1885703,WinMart khu vực HCM,29,10.823099,106.629664
103238,1885405,"6th Floor, Horison Building, 40 Cat Linh, Cat Linh Ward, Dong Da District, Ha Noi",24,21.029334,105.829003
143892,1897649,"Vinhomes Ocean Park, Gia Lâm, Hà Nội, Việt Nam",24,20.994806,105.946488
126319,1899011,Đồng Nai.,19,11.068631,107.167598
175225,1898999,Tầng 19 + 20 Toà HUD TOWER 37 Lê Văn Lương – Thanh Xuân – Hà Nội,24,21.001932,105.800869
175676,1899036,"No 07 Thôn Cương Ngô, Cổ Điển B, Tứ Hiệp, Thanh Trì, Hà Nội, Việt Nam",24,20.946191,105.852131
186148,1899036,"B11-17, Dream Home Residence, đường Lê Đức Thọ, phường 14, Quận Gò Vấp, TP.HCM",29,10.854748,106.649797
186181,1899036,"457 Nguyễn Lương Bằng, phường Hòa Khánh Bắc, Quận Liên Chiểu, TP. Đà Nẵng, Việt Nam",17,16.088067,108.143602
98572,1898916,"Hải Dương, Việt Nam",27,20.937341,106.314554
64728,1898916,"Hà Nội, Vietnam",24,21.027764,105.83416
39955,1898916,"Hưng Yên, Việt Nam",32,20.852571,106.016997
195232,1898980,"Tầng 2, Orchard Garden, 128 Hồng Hà, Phường 9, Quận Phú Nhuận, TP. HCM",29,10.809191,106.671925
33446,1898862,"Tầng 11, tòa nhà Ree, số 9 Đoàn Văn Bơ, P. 12, Quận 4, Tp.HCM",29,10.764942,106.702489
2386,1883931,"Số 01 Đại lộ Bình Dương, Khu phố Bình Giao, Phường Thuận Giao, TP. Thuận An, Bình Dương",11,10.933365,106.710391
152141,1898955,"Hà Nội, Vietnam",24,21.027764,105.83416
180298,1898955,"Đường B4, Khu đô thị Sala, Phường An Lợi Đông, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",29,10.772923,106.727078
304,1899064,"Lô 3, TS 6, Khu Công Nghiệp Tiên Sơn, Bắc Ninh",7,21.123845,105.996429
191265,1885759,"Tầng 7, tòa Taisei Square Hanoi, Số 289, đường Khuất Duy Tiến, Phường Trung  Hòa, Quận Cầu Giấy, Thành phố Hà Nội",24,21.002537,105.793924
185441,1905752,"The Hallmark, 15 Tran Bach Dang Street, Thu Thiem Ward, Thu Duc City, Ho Chi Minh City, Vietnam",29,10.77776,106.714042
16630,1905783,Ho Chi Minh,29,10.823099,106.629664
196138,1892626,Hanoi HQ Office,24,20.995034,105.794133
129087,1907129,"Lầu 02- Toà nhà Hà Phan, Số 17 & 19 Tôn Thất Tùng, Phường Phạm Ngũ Lão, Quận 01, TP.HCM",29,0.0,0.0
185363,1907118,"Lô K1-2 KCN Đại Đồng - Hoàn Sơn, Phường Tân Hồng, thành phố Từ Sơn, Bắc Ninh",7,21.105601,105.988191
17796,1907094,"Lô Q1, Khu Công nghiệp Thăng Long II, Xã Phùng Chí Kiên, Huyện Mỹ Hào, Hưng Yên",32,20.920747,106.062282
201041,1907093,"Số 3 TT4A khu đô thị Tây Nam Linh Đàm, P. Hoàng Liệt, Q. Hoàng Mai, Hà Nội",24,20.966667,105.833975
179059,1907042,"Lô J1, Khu công nghiệp Quế Võ (khu vực mở rộng), Phường Phương Liễu,Thị Xã Quế Võ, Bắc Ninh, Việt Nam",7,21.153003,106.11399
200848,1906522,"169 Nguyễn Ngọc Vũ, Trung Hòa, Cầu Giấy, Hà Nội",24,21.012268,105.80744
110982,1907084,"Khu Công Nghiệp Đồng Văn 1, Bạch Thượng, Duy Tiên, Hà Nam",23,20.661423,105.925927
14381,1907084,"Hà Nội, Vietnam",24,21.027764,105.83416
14382,1907084,"Hung Yen, Vietnam",32,20.852571,106.016997
195052,1892148,"364 Cong Hoa, Ward 13 | Tan Binh District | Ho Chi Minh City | VIETNAM",29,10.800417,106.660563
201036,1907078,"39 Lê Thạch, Phường 13, Quận 4, TP. HCM",29,10.763869,106.706342
201037,1907080,"Số 3 Lê Thánh Tông, Phường Gia Viên, Quận Ngô Quyền, TP. Hải Phòng",28,20.866663,106.691804
139205,1889419,"Revzone Yamaha Motor Saigon – UOA Building, No 06 Tân Trào Street, Dist.7, HCM",29,10.730487,106.724806
196186,1903918,"Công ty TNHH Vật liệu Nam châm Shin-Etsu Việt Nam (Lô CN5.2D Khu hóa chất và hóa dầu, KCN Đình Vũ, P. Đông Hải 2, Q.Hải",28,20.821491,106.795249
158028,1898799,"Quang Ngai, Vietnam",48,15.075984,108.712579
184835,1898813,"Lầu 8 - Vincom Center, 72 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TP.Hồ Chí Minh",29,10.777972,106.70165
182945,1907075,"Liền kề 15, đường Foresa 4, KĐT Xuân Phương, phường Xuân Phương, quận Nam Từ Liêm",24,21.029005,105.746854
191498,1907062,"Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, TP HCM",29,10.783759,106.690283
176259,1890915,"Yuson Tower, 273B Ton Dan Str., Ward 15, Dist. 4, Ho Chi Minh City",29,10.755682,106.706088
183558,1907049,"The manor 2, Số 89 Nguyễn Hữu Cảnh, P22, Quận Bình Thạnh, TPHCM",29,10.792506,106.717822
201018,1907033,"86 Duy Tân, Cầu Giấy, Hà Nội",24,21.032827,105.782118
136546,1907024,"Tân Hiệp 33, Thành Phố Tân Uyên, Tỉnh Bình Dương",11,11.042387,106.724277
196114,1907076,"Tòa R1A - Vinhomes Royal City, 72 Nguyễn Trãi, Thanh Xuân, Hà Nội",24,21.000921,105.816035
194583,1907020,"VP HCM - 67 Phổ Quang, P2, Tân Bình, Hồ Chí Minh",29,10.806646,106.66819
4462,1906989,"06 street, Vietnam - Singapore Industrial Park, Thuan An City, Binh Duong Province",11,10.925363,106.732727
2523,1896330,"Đường công nghiệp 4, Khu CN Sài Đồng B, Thạch Bàn, Long Biên, Hà Nội",24,21.026089,105.900709
139665,1895583,"Phòng 1701, Tòa G3, KĐT Vinhomes Green Bay, Số 7 Đại lộ Thăng Long, Mễ Trì, Nam Từ Liêm, Hà Nội",24,21.004124,105.781957
18398,1904047,"227 Nam Ky Khoi Nghia, District 3, HCMC",29,10.788726,106.684769
133317,1903452,"Ho Chi Minh City, Vietnam",29,10.823099,106.629664
173465,1904026,"R4-50 Hung Phuoc 1, Phu My Hung, District 7, Ho Chi Minh City, Vietnam",29,10.73158,106.710377
199899,1904039,"Lô A6, đường CN4, Khu CN Sài Đồng B, Long Biên, Hà Nội",24,21.026089,105.900709
197984,1898070,"Quận 4, Hồ Chí Minh, Việt Nam",29,10.757826,106.701297
168505,1898109,"Đường D2, KCN Phố Nối A, Văn Lâm, Hưng Yên",32,20.958704,106.028693
98735,1898137,"Harmony Building, 6th floor, 47-49-51 Phung Khac Khoan, Ward Dakao, District 1, HCMC",29,10.786146,106.693653
30326,1898984,"Lô BT2, số 49 Bắc Linh Đàm, Hoàng Liệt, Hoàng Mai, Hà Nội",24,20.97117,105.828296
152381,1898884,"Hồ Chí Minh, Việt Nam",29,10.823099,106.629664
148569,1870083,"Hồ Chí Minh, Việt Nam",29,10.823099,106.629664
76039,1898944,"Opal Tower 92 Nguyen Huu Canh, Ward 22, Binh Thanh District, HCMC",29,10.791773,106.718511
192623,1898548,"25 Ngõ 85 Đường Lĩnh Nam, Mai Động, Hoàng Mai, Hà Nội, Việt Nam",24,20.989928,105.865981
57542,1898963,"Tầng 14, Tòa nhà Charmvit, số 117 đường Trần Duy Hưng, phường Trung Hòa, quận Cầu Giấy, Hà Nội, Việt",24,21.007829,105.797334
25335,1898963,364 Cong Hoa - Ward 13 - Tan Binh,29,10.80181,106.639487
18213,1898839,"17 Ba Huyen Thanh Quan, Vo Thi Sau Ward, District 3, HCMC, Viet Nam",29,10.775102,106.690186
92404,1898843,"Hà Nội, Vietnam",24,21.027764,105.83416
96474,1898889,"Hải Dương, Hai Duong, Vietnam",27,20.937341,106.314554
84367,1898889,"Hà Nội, Vietnam",24,21.027764,105.83416
147805,1898889,"Hưng Yên, Việt Nam",32,20.852571,106.016997
7148,1898895,"Ho Chi Minh City, Vietnam",29,10.823099,106.629664
80361,1898822,"Toà nhà B7/D6 ngõ 56 Trương Công Giai, Dịch Vọng, Cầu Giấy, Hà Nội",24,21.032745,105.789836
107664,1900624,"Đồng Nai, Vietnam",19,11.068631,107.167598
105144,1900624,Binh Duong,11,11.325402,106.477017
90508,1900624,"Binh Phuoc, Vietnam",12,11.751189,106.723464
125133,1900683,"84c Phố Nguyễn Thanh Bình, Vạn Phúc, Hà Đông, Hà Nội, Việt Nam",24,20.980057,105.766378
109046,1900697,"Vĩnh Phúc, Vietnam",63,21.360881,105.547437
109716,1900697,"Hà Nam, Viet Nam",23,20.58352,105.92299
153394,1900697,"Quảng Ninh, Vietnam",49,21.006382,107.292514
126119,1900737,"Phố Chu Huy Mân, Phúc Đồng, Long Biên, Hà Nội, Việt Nam",24,21.040911,105.904843
78995,1900724,"54a Đường Nguyễn Chí Thanh, Láng Thượng, Đống Đa, Hà Nội, Việt Nam",24,21.023491,105.8091
179132,1900727,"Lô R(R1), KCN Quang Châu, TX Việt Yên, TP Bắc Giang",5,21.220859,106.108949
147398,1900727," Khu công nghiệp, Lô CN, B4, Phú Nghĩa, Chương Mỹ, Hà Nội",24,20.928851,105.671849
147560,1900727,"Nam Sách, Hải Dương, Việt Nam",27,20.995464,106.334606
193463,1898205,"Etown Building, 364 Cong Hoa street, ward 13, Tan Binh district, Ho Chi Minh city, Vietnam",29,10.800843,106.640828
13577,1902907,"10&11F, Discovery Complex Tower, 302 Cau Giay Street, Dich Vong Ward, Cau Giay Dist, Hanoi City",24,36.288073,-95.775375
197670,1889920,"Mitalab Building, 76 Giang Vo, Dong Da, Hanoi",24,21.030457,105.828067
193324,1904560,"Hà Nội, Vietnam",24,21.027764,105.83416
124069,1902179,"Ngõ 19 Phố Duy Tân, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Việt Nam",24,21.029903,105.781612
194866,1889076,"Tòa Epic Tower, 19 Duy Tân, Dịch Vọng Hậu, Cầu Giấy, Hà Nội",24,21.030267,105.781344
98346,1887731,"110-112 Phố Bà Triệu, Nguyễn Du, Hai Bà Trưng, Hà Nội, Việt Nam",24,21.018105,105.849123
46566,1902132,"97A Nguyễn Văn Trỗi, P.11, Q. Phú Nhuận – Tp.HCM",29,10.793354,106.678883
156365,1906186,"Số 02, Đường Nguyễn Chí Thanh, Phường Quảng Phú, Thành phố Quảng Ngãi, Tỉnh Quảng Ngãi, Việt Nam",48,15.127352,108.775689
177511,1906192,"Biên Hòa, Đồng Nai",19,10.957413,106.842687
152233,1906221,"Hải Dương, Việt Nam",27,20.937341,106.314554
147394,1902184,"Tầng 9-26-27-28-29, Saigon Trade Centre, 37 Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",29,10.784167,106.703611
189873,1902184,"Tầng 12A, Tòa nhà Becamex, 230 Đại Lộ Bình Dương, P. Phú Hòa, Tp. Thủ Dầu Một, Bình Dương",11,10.975414,106.670725
189874,1902184,"Tầng 5, Tòa nhà điều hành Mobifone Đồng Nai, 236A Phan Trung, P. Tân Tiến, Tp. Biên Hòa, Đồng Nai",19,10.960205,106.846464
133762,1902202,"Tầng 9, tòa nhà Lotus Buiding, số 2 phố Duy Tân, phường Dịch Vọng Hậu, quận Cầu Giấy, thành phố Hà Nội",24,21.030805,105.787158
189872,1902182,"toà nhà văn phòng A2, số 3 Khu A2, TTTM Phức Hợp Cần Thơ, Đ. Quang Trung, KV 11, P. Hưng Phú, Q. Cái Răng, Tp. Cần Thơ",15,10.021454,105.781026
199328,1902164,"ROX building, 180-192 Nguyen Cong Tru, Nguyen Thai Binh Ward, Dist.1",29,10.768672,106.701107
147959,1904298,"HA NOI OFFICE: Viet A Building _ 09 Duy Tan, Dich Vong Hau, Cau Giay, Ha Noi.",24,21.030531,105.784818
144123,1904530,"Techcombank Headquarter, No6 Quang Trung, Hoan Kiem, Ha Noi",24,21.022695,105.848846
182855,1904571,"Phúc Thắng, Phúc Yên, Vĩnh Phúc",63,21.237188,105.720448
188800,1904584,"Tỉnh Samutprakarn, Thái Lan (cách Thủ đô Bangkok 40km)",70,13.756331,100.501765
9031,1904588,TP BẮc Ninh,7,21.178177,106.071026
23055,1904588,"Hà Nội, Vietnam",24,21.027764,105.83416
24320,1904588,"Bắc Giang, Việt Nam",5,21.281992,106.197477
59276,1904597,Đồng Nai,19,11.068631,107.167598
160599,1904597,Tiền Giang VN,58,10.449332,106.34205
176727,1904597,"Bến Tre, Việt Nam",8,10.243356,106.375551
12383,1887303,Hung Yen,32,0.0,0.0
12382,1887303,Ha Noi,24,0.0,0.0
10779,1887303,"KCN Đồng Văn II, Phường Duy Minh, Thị xã Duy Tiên, tỉnh Hà Nam",23,20.665319,105.917577
199309,1902142,"KCN Đại An mở rộng, huyện Cẩm Giàng, tỉnh Hải Dương, Việt Nam",27,20.929763,106.266925
123709,1902142,"Hà Nội, Việt Nam",24,21.027764,105.83416
123707,1902142,"Hưng Yên, Việt Nam",32,20.852571,106.016997
171537,1891874,"E-Town2, 364 Cong Hoa, Ward 13, Tan Binh Dist., HCMC",29,10.802188,106.639899
201021,1907044,"Phú Thọ, Việt Nam",44,21.268443,105.204557
201022,1907044,"Thanh Hoá, Việt Nam",56,19.806692,105.785182
201023,1907044,"Ninh Bình, Việt Nam",42,20.250615,105.974454
50441,1907015,"Ho Chi Minh, Ho Chi Minh City, Vietnam",29,10.823099,106.629664
137281,1907015,"Hanoi, Hà Nội, Việt Nam",24,21.027764,105.83416
